Location,Year,Distance,Stroke,Relay?,Gender,Team,Athlete,Results,Rank,Experience,Previous_Best,Previous_Average
Paris,1924,100.0,Backstroke,0,Men,HUN,Károly Bartha,77.8,3,0.0,,
Paris,1924,100.0,Freestyle,0,Men,HUN,L. Henyeri,,0,0.0,,
Rome,1960,100.0,Freestyle,0,Men,USA,Lance Melvin Larson,55.1,1,0.0,,
Athens,2004,200.0,Individual medley,0,Women,AUS,Lara Carroll,133.74,4,0.0,,
Moscow,1980,100.0,Backstroke,0,Women,URS,Larisa Gorchakova,63.87,4,0.0,,
Moscow,1980,200.0,Backstroke,0,Women,URS,Larisa Gorchakova,137.72,4,0.0,,
City,1968,200.0,Individual medley,0,Women,URS,Larisa Zakharova,157.0,4,0.0,,
City,1968,200.0,Butterfly,0,Men,SWE,Lars Feil,130.9,4,0.0,,
Sydney,2000,100.0,Butterfly,0,Men,SWE,Lars Frolander,52.0,1,0.0,,
Sydney,2000,100.0,Freestyle,0,Men,SWE,Lars Frolander,49.22,4,0.0,,
Athens,2004,400.0,Freestyle,0,Men,USA,Larsen Jensen,226.079999,4,0.0,,
Beijing,2008,400.0,Freestyle,0,Men,USA,Larsen Jensen,222.78,3,1.0,226.079999,226.079999
Athens,2004,1500.0,Freestyle,0,Men,USA,Larsen Jensen,885.29,2,0.0,,
Beijing,2008,1500.0,Freestyle,0,Men,USA,Larsen Jensen,888.16,4,1.0,885.29,885.29
Athens,2004,100.0,Backstroke,0,Men,HUN,Laszlo Cseh,54.61,4,0.0,,
Rio,2016,100.0,Butterfly,0,Men,HUN,Laszlo Cseh,51.14,2,0.0,,
Beijing,2008,200.0,Butterfly,0,Men,HUN,Laszlo Cseh,112.7,2,0.0,,
Rio,2016,200.0,Butterfly,0,Men,HUN,Laszlo Cseh,116.24,4,1.0,112.7,112.7
Athens,2004,200.0,Individual medley,0,Men,HUN,Laszlo Cseh,118.84,4,0.0,,
Beijing,2008,200.0,Individual medley,0,Men,HUN,Laszlo Cseh,116.52,2,1.0,118.84,118.84
London,2012,200.0,Individual medley,0,Men,HUN,Laszlo Cseh,116.22,3,2.0,116.52,117.68
Tokyo,2020,200.0,Individual medley,0,Men,HUN,Laszlo Cseh,117.68,4,3.0,116.22,117.19333333333333
Athens,2004,400.0,Individual medley,0,Men,HUN,Laszlo Cseh,252.15,3,0.0,,
Beijing,2008,400.0,Individual medley,0,Men,HUN,Laszlo Cseh,246.16,2,1.0,252.15,252.15
Rome,1960,100.0,Backstroke,0,Women,RSA,Laura Ranwell,71.4,3,0.0,,
City,1968,400.0,Individual medley,0,Women,MEX,Laura Vaca,335.7,4,0.0,,
City,1968,800.0,Freestyle,0,Women,MEX,Laura Vaca,602.5,4,0.0,,
Athens,2004,100.0,Backstroke,0,Women,FRA,Laure Manaudou,60.88,3,0.0,,
Beijing,2008,100.0,Backstroke,0,Women,FRA,Laure Manaudou,60.1,1,1.0,60.88,60.88
Athens,2004,400.0,Freestyle,0,Women,FRA,Laure Manaudou,245.34,1,0.0,,
Beijing,2008,400.0,Freestyle,0,Women,FRA,Laure Manaudou,251.26,4,1.0,245.34,245.34
Athens,2004,800.0,Freestyle,0,Women,FRA,Laure Manaudou,504.96,2,0.0,,
London,2012,400.0,Freestyle,0,Women,NZL,Lauren Boyle,246.25,4,0.0,,
London,2012,800.0,Freestyle,0,Women,NZL,Lauren Boyle,502.72,4,0.0,,
Paris,1924,200.0,Breaststroke,0,Women,LUX,Laury Koster,219.2,4,0.0,,
City,1968,100.0,Backstroke,0,Men,USA,Lawrence Edward Barbiere,61.1,3,0.0,,
Barcelona,1992,1500.0,Freestyle,0,Men,USA,Lawrence Frostad,919.41,4,0.0,,
City,1968,100.0,Breaststroke,0,Men,AUS,Lawrence Ian O'Brien,68.599999,4,0.0,,
Tokyo,1964,200.0,Breaststroke,0,Men,AUS,Lawrence Ian O'Brien,147.8,1,0.0,,
Barcelona,1992,100.0,Backstroke,0,Women,USA,Lea Loveless,61.43,3,0.0,,
Barcelona,1992,200.0,Backstroke,0,Women,USA,Lea Loveless,131.539999,4,0.0,,
Atlanta,1996,50.0,Freestyle,0,Women,BAR,Leah Martindale,25.49,4,0.0,,
Rio,2016,400.0,Freestyle,0,Women,USA,Leah Smith,241.92,3,0.0,,
Rio,2016,800.0,Freestyle,0,Women,USA,Leah Smith,500.95,4,0.0,,
Seoul,1988,50.0,Freestyle,0,Women,USA,Leigh Ann Fetter,25.78,4,0.0,,
Barcelona,1992,200.0,Backstroke,0,Women,AUS,Leigh Christine Habler,133.68,4,0.0,,
Sydney,2000,100.0,Breaststroke,0,Women,AUS,Leisel Jones,67.489999,2,0.0,,
Athens,2004,100.0,Breaststroke,0,Women,AUS,Leisel Jones,67.16,4,1.0,67.489999,67.489999
Beijing,2008,100.0,Breaststroke,0,Women,AUS,Leisel Jones,65.17,1,2.0,67.16,67.32499949999999
London,2012,100.0,Breaststroke,0,Women,AUS,Leisel Jones,66.95,4,3.0,65.17,66.60666633333334
Athens,2004,200.0,Breaststroke,0,Women,AUS,Leisel Jones,143.6,2,0.0,,
Beijing,2008,200.0,Breaststroke,0,Women,AUS,Leisel Jones,142.05,2,1.0,143.6,143.6
Montreal,1976,100.0,Butterfly,0,Women,USA,Lelei Alofa Fonoimoana,61.95,4,0.0,,
Sydney,2000,100.0,Backstroke,0,Men,USA,Lenny Krayzelburg,53.72,1,0.0,,
Athens,2004,100.0,Backstroke,0,Men,USA,Lenny Krayzelburg,54.38,4,1.0,53.72,53.72
Sydney,2000,200.0,Backstroke,0,Men,USA,Lenny Krayzelburg,116.759999,1,0.0,,
Angeles,1932,400.0,Freestyle,0,Women,USA,Lenore Kight-Wingard,328.6,2,0.0,,
Berlin,1936,400.0,Freestyle,0,Women,USA,Lenore Kight-Wingard,329.0,3,1.0,328.6,328.6
Tokyo,2020,400.0,Individual medley,0,Men,FRA,Leon Marchand,251.16,4,0.0,,
Berlin,1936,200.0,Breaststroke,0,Men,BER,Leonard Spence,,0,0.0,,
Tokyo,2020,200.0,Butterfly,0,Men,BRA,Leonardo De Deus,115.19,4,0.0,,
Rome,1960,100.0,Backstroke,0,Men,URS,Leonid Barbier,63.5,4,0.0,,
City,1968,200.0,Backstroke,0,Men,URS,Leonid Dobroskokin,135.4,4,0.0,,
City,1968,100.0,Freestyle,0,Men,URS,Leonid Ilyichev,53.8,4,0.0,,
Munich,1972,200.0,Backstroke,0,Women,CAN,Leslie Cliff,145.8,4,0.0,,
Munich,1972,200.0,Individual medley,0,Women,CAN,Leslie Cliff,144.829999,4,0.0,,
Munich,1972,400.0,Individual medley,0,Women,CAN,Leslie Cliff,303.57,2,0.0,,
Moscow,1980,400.0,Individual medley,0,Men,POL,Leszek Gorski,268.89,4,0.0,,
Tokyo,2020,200.0,Individual medley,0,Men,NZL,Lewis Clareburt,117.7,4,0.0,,
Tokyo,2020,400.0,Individual medley,0,Men,NZL,Lewis Clareburt,251.22,4,0.0,,
Barcelona,1992,200.0,Breaststroke,0,Women,CHN,Li Lin,146.85,2,0.0,,
Seoul,1988,200.0,Individual medley,0,Women,CHN,Li Lin,137.42,4,0.0,,
Barcelona,1992,200.0,Individual medley,0,Women,CHN,Li Lin,131.65,1,1.0,137.42,137.42
Atlanta,1996,200.0,Individual medley,0,Women,CHN,Li Lin,134.74,3,2.0,131.65,134.535
Seoul,1988,400.0,Individual medley,0,Women,CHN,Li Lin,287.05,4,0.0,,
Barcelona,1992,400.0,Individual medley,0,Women,CHN,Li Lin,276.73,2,1.0,287.05,287.05
Beijing,2008,100.0,Butterfly,0,Women,SGP,Li Tao,57.99,4,0.0,,
Beijing,2008,100.0,Backstroke,0,Men,GBR,Liam Tancock,53.39,4,0.0,,
London,2012,100.0,Backstroke,0,Men,GBR,Liam Tancock,53.35,4,1.0,53.39,53.39
Beijing,2008,200.0,Individual medley,0,Men,GBR,Liam Tancock,120.76,4,0.0,,
Athens,2004,50.0,Freestyle,0,Women,AUS,Libby Trickett,24.91,3,0.0,,
Beijing,2008,50.0,Freestyle,0,Women,AUS,Libby Trickett,24.25,4,1.0,24.91,24.91
Beijing,2008,100.0,Butterfly,0,Women,AUS,Libby Trickett,56.73,1,0.0,,
Beijing,2008,100.0,Freestyle,0,Women,AUS,Libby Trickett,53.16,2,0.0,,
Barcelona,1992,200.0,Freestyle,0,Women,ROU,Liliana Luminita Dobrescu,120.48,4,0.0,,
Atlanta,1996,200.0,Freestyle,0,Women,ROU,Liliana Luminita Dobrescu,121.63,4,1.0,120.48,120.48
City,1968,200.0,Backstroke,0,Women,USA,Lillian Debra Watson,144.8,1,0.0,,
Rio,2016,100.0,Breaststroke,0,Women,USA,Lilly King,64.93,1,0.0,,
Tokyo,2020,100.0,Breaststroke,0,Women,USA,Lilly King,65.54,3,1.0,64.93,64.93
Tokyo,2020,200.0,Breaststroke,0,Women,USA,Lilly King,139.92,2,0.0,,
Atlanta,1996,100.0,Butterfly,0,Women,CHN,Limin Liu,59.14,4,0.0,,
Atlanta,1996,200.0,Butterfly,0,Women,CHN,Limin Liu,130.699999,4,0.0,,
Beijing,2008,400.0,Freestyle,0,Men,CHN,Lin Zhang,222.44,2,0.0,,
Beijing,2008,1500.0,Freestyle,0,Men,CHN,Lin Zhang,895.2,4,0.0,,
Moscow,1980,100.0,Breaststroke,0,Women,URS,Lina Kachushite,72.21,4,0.0,,
Moscow,1980,200.0,Breaststroke,0,Women,URS,Lina Kachushite,149.54,1,0.0,,
Tokyo,1964,400.0,Individual medley,0,Women,AUS,Linda Carol Mcgill,328.4,4,0.0,,
Tokyo,1964,100.0,Backstroke,0,Women,GBR,Linda Kay Ludgrove,69.5,4,0.0,,
City,1968,100.0,Freestyle,0,Women,USA,Linda Lee Gustavson,60.3,2,0.0,,
City,1968,400.0,Freestyle,0,Women,USA,Linda Lee Gustavson,275.5,2,0.0,,
Athens,2004,400.0,Freestyle,0,Women,AUS,Linda Mackenzie,250.92,4,0.0,,
Atlanta,1996,50.0,Freestyle,0,Women,SWE,Linda Olofsson,25.63,4,0.0,,
Moscow,1980,100.0,Breaststroke,0,Men,AUS,Lindsay Spencer,65.04,4,0.0,,
Moscow,1980,200.0,Breaststroke,0,Men,AUS,Lindsay Spencer,139.68,4,0.0,,
Amsterdam,1928,100.0,Backstroke,0,Women,USA,Lisa A. Lindstrom,84.4,4,0.0,,
Moscow,1980,200.0,Backstroke,0,Women,AUS,Lisa Forrest,136.75,4,0.0,,
Moscow,1980,100.0,Butterfly,0,Women,AUS,Lisa Gaye Curry-Kenny,62.4,4,0.0,,
Angeles,1984,200.0,Individual medley,0,Women,AUS,Lisa Gaye Curry-Kenny,136.75,4,0.0,,
Beijing,2008,200.0,Butterfly,0,Women,CHN,Liuyang Jiao,124.72,2,0.0,,
London,2012,200.0,Butterfly,0,Women,CHN,Liuyang Jiao,124.06,1,1.0,124.72,124.72
Tokyo,2020,200.0,Butterfly,0,Women,CHN,Liyan Yu,127.85,4,0.0,,
Melbourne,1956,100.0,Freestyle,0,Men,USA,Logan Reid Patterson,57.2,4,0.0,,
Atlanta,1996,200.0,Backstroke,0,Women,ITA,Lorenza Vigarani,134.56,4,0.0,,
Sydney,2000,50.0,Freestyle,0,Men,ITA,Lorenzo Vismara,22.11,4,0.0,,
Tokyo,2020,50.0,Freestyle,0,Men,ITA,Lorenzo Zazzeri,21.78,4,0.0,,
Beijing,2008,200.0,Breaststroke,0,Men,ITA,Loris Facci,130.57,4,0.0,,
Berlin,1936,100.0,Backstroke,0,Women,GBR,Lorna Frampton,80.6,4,0.0,,
Melbourne,1956,100.0,Freestyle,0,Women,AUS,Lorraine Joyce Crapp,62.3,2,0.0,,
Melbourne,1956,400.0,Freestyle,0,Women,AUS,Lorraine Joyce Crapp,294.6,1,0.0,,
Munich,1972,200.0,Backstroke,0,Men,GDR,Lothar Noack,128.669999,4,0.0,,
London,2012,400.0,Freestyle,0,Women,DEN,Lotte Friis,243.98,4,0.0,,
Beijing,2008,800.0,Freestyle,0,Women,DEN,Lotte Friis,503.03,3,0.0,,
London,2012,800.0,Freestyle,0,Women,DEN,Lotte Friis,503.86,4,1.0,503.03,503.03
Rio,2016,800.0,Freestyle,0,Women,DEN,Lotte Friis,504.5,4,2.0,503.03,503.445
Amsterdam,1928,100.0,Freestyle,0,Women,GER,Lotte Lehmann,75.2,4,0.0,,
Rio,2016,200.0,Butterfly,0,Men,BEL,Louis Croenen,117.039999,4,0.0,,
Tokyo,2020,100.0,Butterfly,0,Women,SWE,Louise Hansson,56.22,4,0.0,,
Atlanta,1996,200.0,Individual medley,0,Women,SWE,Louise Karlsson,137.25,4,0.0,,
Sydney,2000,100.0,Backstroke,0,Women,DEN,Louise Ornstedt,62.02,4,0.0,,
Athens,2004,100.0,Backstroke,0,Women,DEN,Louise Ornstedt,61.51,4,1.0,62.02,62.02
Athens,2004,200.0,Backstroke,0,Women,DEN,Louise Ornstedt,131.15,4,0.0,,
Atlanta,1996,400.0,Individual medley,0,Women,ESP,Lourdes Becerra,285.17,4,0.0,,
Beijing,2008,400.0,Individual medley,0,Men,ITA,Luca Marin,252.47,4,0.0,,
London,2012,400.0,Individual medley,0,Men,ITA,Luca Marin,254.89,4,1.0,252.47,252.47
Seoul,1988,400.0,Individual medley,0,Men,ITA,Luca Sacchi,263.23,4,0.0,,
Barcelona,1992,400.0,Individual medley,0,Men,ITA,Luca Sacchi,256.339999,3,1.0,263.23,263.23
Atlanta,1996,400.0,Individual medley,0,Men,ITA,Luca Sacchi,258.31,4,2.0,256.339999,259.7849995
Paris,1924,200.0,Breaststroke,0,Women,GBR,Lucille Morton,213.2,1,0.0,,
Helsinki,1952,200.0,Breaststroke,0,Men,TCH,Ludevit Komadel,160.1,4,0.0,,
Antwerp,1920,400.0,Freestyle,0,Men,USA,Ludy Langer,329.0,3,0.0,,
City,1968,100.0,Freestyle,0,Men,ARG,Luis Alberto Nicolao Yanuzzi,53.9,4,0.0,,
Antwerp,1920,400.0,Breaststroke,0,Men,ESP,Luis Balcells,,0,0.0,,
Tokyo,2020,100.0,Butterfly,0,Men,GUA,Luis Martinez,51.09,4,0.0,,
Tokyo,2020,200.0,Backstroke,0,Men,GBR,Luke Greenbank,114.72,3,0.0,,
Sydney,2000,200.0,Freestyle,0,Women,CHN,Luna Wang,119.55,4,0.0,,
City,1968,100.0,Butterfly,0,Men,FRG,Lutz Stocklasa,58.9,4,0.0,,
Munich,1972,100.0,Backstroke,0,Men,GDR,Lutz Wanja,59.8,4,0.0,,
Montreal,1976,100.0,Backstroke,0,Men,GDR,Lutz Wanja,57.49,4,1.0,59.8,59.8
Tokyo,2020,100.0,Breaststroke,0,Women,USA,Lydia Jacoby,64.95,1,0.0,,
Beijing,2008,100.0,Freestyle,0,Men,RSA,Lyndon Ferns,48.04,4,0.0,,
Tokyo,1964,100.0,Freestyle,0,Women,AUS,Lynette Bell,62.7,4,0.0,,
City,1968,200.0,Freestyle,0,Women,AUS,Lynette Bell,135.1,4,0.0,,
City,1968,100.0,Butterfly,0,Women,AUS,Lynette Mcclements,65.5,1,0.0,,
City,1968,100.0,Backstroke,0,Women,AUS,Lynette Watson,69.1,4,0.0,,
City,1968,200.0,Backstroke,0,Women,AUS,Lynette Watson,149.5,4,0.0,,
Munich,1972,200.0,Butterfly,0,Women,USA,Lynn Ann Colella,136.34,2,0.0,,
Rome,1960,100.0,Backstroke,0,Women,USA,Lynn Edythe Burke,69.3,1,0.0,,
Munich,1972,200.0,Individual medley,0,Women,USA,Lynn Marie Vidali,144.06,3,0.0,,
City,1968,400.0,Individual medley,0,Women,USA,Lynn Marie Vidali,322.2,2,0.0,,
Munich,1972,400.0,Individual medley,0,Women,USA,Lynn Marie Vidali,313.06,4,1.0,322.2,322.2
Montreal,1976,100.0,Breaststroke,0,Women,URS,Lyubov Rusanova,73.039999,2,0.0,,
Montreal,1976,200.0,Breaststroke,0,Women,URS,Lyubov Rusanova,156.22,3,0.0,,
Munich,1972,200.0,Breaststroke,0,Women,URS,Lyudmila Porubaiko,164.48,4,0.0,,
Paris,1924,400.0,Freestyle,0,Women,DEN,M. Hansen,,0,0.0,,
Rio,2016,400.0,Freestyle,0,Men,AUS,Mack Horton,221.55,1,0.0,,
Rio,2016,1500.0,Freestyle,0,Men,AUS,Mack Horton,889.54,4,0.0,,
Sydney,2000,400.0,Individual medley,0,Women,USA,Maddy Crippen,284.63,4,0.0,,
Tokyo,2020,1500.0,Freestyle,0,Women,AUS,Maddy Gough,965.81,4,0.0,,
Rio,2016,200.0,Backstroke,0,Women,USA,Madeline Dirado,125.99,1,0.0,,
Rio,2016,200.0,Individual medley,0,Women,USA,Madeline Dirado,128.789999,3,0.0,,
Rio,2016,400.0,Individual medley,0,Women,USA,Madeline Dirado,271.149999,2,0.0,,
Rio,2016,200.0,Butterfly,0,Women,AUS,Madeline Groves,124.88,2,0.0,,
Rio,2016,100.0,Backstroke,0,Women,AUS,Madison Wilson,59.23,4,0.0,,
Tokyo,2020,200.0,Freestyle,0,Women,AUS,Madison Wilson,116.39,4,0.0,,
Moscow,1980,400.0,Individual medley,0,Women,POL,Magdalena Bialas,293.3,4,0.0,,
Munich,1972,100.0,Freestyle,0,Women,HUN,Magdolna Patoh,60.02,1,0.0,,
Atlanta,1996,100.0,Backstroke,0,Women,JPN,Mai Nakamura,62.33,4,0.0,,
Sydney,2000,100.0,Backstroke,0,Women,JPN,Mai Nakamura,60.55,2,1.0,62.33,62.33
Sydney,2000,200.0,Butterfly,0,Women,JPN,Maki Mita,130.72,4,0.0,,
Rome,1960,400.0,Freestyle,0,Men,JPN,Makoto Fukui,269.6,4,0.0,,
Stockholm,1912,1500.0,Freestyle,0,Men,ANZ,Malcolm Champion,,0,0.0,,
Athens,2004,50.0,Freestyle,0,Women,FRA,Malia Metella,24.89,2,0.0,,
Athens,2004,100.0,Freestyle,0,Women,FRA,Malia Metella,54.5,4,0.0,,
Barcelona,1992,400.0,Freestyle,0,Women,SWE,Malin Nilsson,254.1,4,0.0,,
Rome,1960,100.0,Freestyle,0,Men,BRA,Manuel Dos Santos Filho,55.4,3,0.0,,
Melbourne,1956,200.0,Breaststroke,0,Men,CUB,Manuel Sanguily Betancourt,162.0,4,0.0,,
Moscow,1980,100.0,Backstroke,0,Women,ITA,Manuela Carosi,65.099999,4,0.0,,
Barcelona,1992,100.0,Breaststroke,0,Women,ITA,Manuela Dalla Valle,70.39,4,0.0,,
Seoul,1988,200.0,Breaststroke,0,Women,ITA,Manuela Dalla Valle,149.86,4,0.0,,
Barcelona,1992,200.0,Breaststroke,0,Women,ITA,Manuela Dalla Valle,151.21,4,1.0,149.86,149.86
Angeles,1984,200.0,Individual medley,0,Women,ITA,Manuela Dalla Valle,139.69,4,0.0,,
Seoul,1988,100.0,Freestyle,0,Women,GDR,Manuela Stellmach,55.52,4,0.0,,
Seoul,1988,200.0,Freestyle,0,Women,GDR,Manuela Stellmach,119.009999,3,0.0,,
Angeles,1932,100.0,Freestyle,0,Men,USA,Manuella Kalili,59.2,4,0.0,,
Barcelona,1992,100.0,Butterfly,0,Men,CAN,Marcel Gery,54.18,4,0.0,,
Angeles,1932,100.0,Backstroke,0,Men,FRA,Marcel Noual,,0,0.0,,
Atlanta,1996,200.0,Individual medley,0,Men,NED,Marcel Wouda,121.45,4,0.0,,
Sydney,2000,200.0,Individual medley,0,Men,NED,Marcel Wouda,121.48,4,1.0,121.45,121.45
Atlanta,1996,400.0,Individual medley,0,Men,NED,Marcel Wouda,257.709999,4,0.0,,
Montreal,1976,100.0,Freestyle,0,Men,ITA,Marcello Guarducci,51.7,4,0.0,,
Rio,2016,100.0,Freestyle,0,Men,BRA,Marcelo Chierighini,48.41,4,0.0,,
Atlanta,1996,400.0,Individual medley,0,Men,POL,Marcin Malinski,260.5,4,0.0,,
Angeles,1984,200.0,Breaststroke,0,Men,ITA,Marco Del Prete,,5,0.0,,
Angeles,1984,200.0,Freestyle,0,Men,ITA,Marco Dell'Uomo,112.2,4,0.0,,
Angeles,1984,400.0,Freestyle,0,Men,ITA,Marco Dell'Uomo,235.44,4,0.0,,
Athens,2004,100.0,Backstroke,0,Men,GER,Marco Di Carli,55.27,4,0.0,,
Rio,2016,200.0,Breaststroke,0,Men,GER,Marco Koch,128.0,4,0.0,,
Rio,2016,200.0,Breaststroke,0,Men,GER,Marco Koch,128.0,4,1.0,128.0,128.0
Angeles,1984,100.0,Freestyle,0,Men,AUS,Marcus Stockwell,50.24,2,0.0,,
Munich,1972,1500.0,Freestyle,0,Men,NZL,Marcus Treffers,978.84,4,0.0,,
Atlanta,1996,200.0,Breaststroke,0,Men,POL,Marek Krawczyk,134.84,4,0.0,,
Melbourne,1956,100.0,Backstroke,0,Women,GBR,Margaret Edwards,73.1,3,0.0,,
Helsinki,1952,100.0,Backstroke,0,Women,GBR,Margaret Gibson Mcdowell,78.4,4,0.0,,
Beijing,2008,100.0,Backstroke,0,Women,USA,Margaret Hoelzer,59.34,4,0.0,,
Athens,2004,200.0,Backstroke,0,Women,USA,Margaret Hoelzer,130.699999,4,0.0,,
Beijing,2008,200.0,Backstroke,0,Women,USA,Margaret Hoelzer,126.23,2,1.0,130.699999,130.699999
Amsterdam,1928,200.0,Breaststroke,0,Women,USA,Margaret Hoffman,199.2,4,0.0,,
Angeles,1932,200.0,Breaststroke,0,Women,USA,Margaret Hoffman,191.8,4,1.0,199.2,199.2
Amsterdam,1928,100.0,Backstroke,0,Women,GBR,Margaret Joyce Cooper,82.8,3,0.0,,
Angeles,1932,100.0,Backstroke,0,Women,GBR,Margaret Joyce Cooper,83.4,4,1.0,82.8,82.8
Amsterdam,1928,100.0,Freestyle,0,Women,GBR,Margaret Joyce Cooper,73.6,3,0.0,,
Angeles,1932,400.0,Freestyle,0,Women,GBR,Margaret Joyce Cooper,349.7,4,0.0,,
Montreal,1976,100.0,Breaststroke,0,Women,GBR,Margaret Kelly-Hohmann,74.2,4,0.0,,
Moscow,1980,100.0,Breaststroke,0,Women,GBR,Margaret Kelly-Hohmann,71.48,4,1.0,74.2,74.2
Montreal,1976,200.0,Breaststroke,0,Women,GBR,Margaret Kelly-Hohmann,158.37,4,0.0,,
City,1968,200.0,Butterfly,0,Women,GBR,Margaret M. Auton,153.2,4,0.0,,
Tokyo,2020,100.0,Butterfly,0,Women,CAN,Margaret Mac Neil,55.59,1,0.0,,
Angeles,1932,200.0,Breaststroke,0,Women,GBR,Margery Hinton,191.7,4,0.0,,
Rome,1960,200.0,Breaststroke,0,Women,NED,Margretta (Gretta) Kok,174.6,4,0.0,,
Amsterdam,1928,400.0,Freestyle,0,Women,IRL,Marguerite Dockrell,,0,0.0,,
Rome,1960,100.0,Backstroke,0,Women,NED,Maria (Ria) Martina Van Velsen,72.1,4,0.0,,
Angeles,1932,100.0,Backstroke,0,Women,BRA,Maria Emma Lenk-Zigler,,0,0.0,,
Amsterdam,1928,100.0,Backstroke,0,Women,NED,Maria Johanna Philipsen-Braun,82.0,1,0.0,,
Amsterdam,1928,400.0,Freestyle,0,Women,NED,Maria Johanna Philipsen-Braun,357.8,2,0.0,,
City,1968,200.0,Backstroke,0,Women,ESP,Maria Paz Corominas Guerin,153.9,4,0.0,,
City,1968,400.0,Freestyle,0,Women,MEX,Maria Teresa Ramirez,282.2,4,0.0,,
City,1968,800.0,Freestyle,0,Women,MEX,Maria Teresa Ramirez,578.5,3,0.0,,
Moscow,1980,100.0,Butterfly,0,Women,CRC,Mariam Paris,62.89,4,0.0,,
Atlanta,1996,100.0,Backstroke,0,Women,RSA,Marianne Kriel,62.12,3,0.0,,
Barcelona,1992,200.0,Individual medley,0,Women,CAN,Marianne Luise Limpert,137.09,4,0.0,,
Atlanta,1996,200.0,Individual medley,0,Women,CAN,Marianne Luise Limpert,134.35,2,1.0,137.09,137.09
Sydney,2000,200.0,Individual medley,0,Women,CAN,Marianne Luise Limpert,133.44,4,2.0,134.35,135.72
Seoul,1988,200.0,Individual medley,0,Women,NED,Marianne Muis,136.4,4,0.0,,
City,1968,200.0,Individual medley,0,Women,GDR,Marianne Seydel,153.7,4,0.0,,
City,1968,400.0,Individual medley,0,Women,GDR,Marianne Seydel,332.0,4,0.0,,
Rome,1960,100.0,Butterfly,0,Women,NED,Marianne Yvonne Heemskerk,70.4,2,0.0,,
Tokyo,2020,100.0,Butterfly,0,Women,FRA,Marie Wattel,56.27,4,0.0,,
London,1948,100.0,Freestyle,0,Women,NED,Marie-Louise Jean Linssen-Vaessen,67.599999,3,0.0,,
Paris,1924,100.0,Freestyle,0,Women,USA,Mariechen Wehselau,72.8,2,0.0,,
London,1948,1500.0,Freestyle,0,Men,YUG,Marijan Stipetić,1210.7,4,0.0,,
Tokyo,1964,400.0,Freestyle,0,Women,USA,Marilyn Ramenofsky,284.6,2,0.0,,
Montreal,1976,100.0,Breaststroke,0,Women,URS,Marina Koshevaya,73.3,3,0.0,,
Montreal,1976,200.0,Breaststroke,0,Women,URS,Marina Koshevaya,153.35,1,0.0,,
London,1948,100.0,Backstroke,0,Men,ARG,Mario Chavez,69.0,4,0.0,,
Stockholm,1912,100.0,Freestyle,0,Men,ITA,Mario Massa,,0,0.0,,
Stockholm,1912,400.0,Freestyle,0,Men,ITA,Mario Massa,,0,0.0,,
Seoul,1988,100.0,Backstroke,0,Women,FRG,Marion Aizpors,64.19,4,0.0,,
Tokyo,1964,100.0,Freestyle,0,Women,CAN,Marion Beverly Lay,62.2,3,0.0,,
City,1968,100.0,Freestyle,0,Women,CAN,Marion Beverly Lay,60.5,4,1.0,62.2,62.2
Amsterdam,1928,100.0,Backstroke,0,Women,USA,Marion Ulmer Gilman,84.2,4,0.0,,
Seoul,1988,400.0,Freestyle,0,Men,POL,Mariusz Podkoscielny,228.59,4,0.0,,
Seoul,1988,1500.0,Freestyle,0,Men,POL,Mariusz Podkoscielny,914.76,4,0.0,,
Helsinki,1952,200.0,Breaststroke,0,Women,URS,Mariya Havrysh,178.9,4,0.0,,
Barcelona,1992,50.0,Freestyle,0,Men,GBR,Mark Andrew Foster,22.52,4,0.0,,
Sydney,2000,50.0,Freestyle,0,Men,GBR,Mark Andrew Foster,22.41,4,1.0,22.52,22.52
Athens,2004,100.0,Breaststroke,0,Men,USA,Mark Gangloff,61.17,4,0.0,,
Beijing,2008,100.0,Breaststroke,0,Men,USA,Mark Gangloff,60.24,2,1.0,61.17,61.17
Montreal,1976,100.0,Backstroke,0,Men,AUS,Mark Kerry,57.94,4,0.0,,
Angeles,1984,100.0,Backstroke,0,Men,AUS,Mark Kerry,57.18,4,1.0,57.94,57.94
Montreal,1976,200.0,Backstroke,0,Men,AUS,Mark Kerry,124.07,4,0.0,,
Moscow,1980,200.0,Backstroke,0,Men,AUS,Mark Kerry,123.14,3,1.0,124.07,124.07
City,1968,100.0,Butterfly,0,Men,USA,Mark Spitz,56.4,2,0.0,,
Munich,1972,100.0,Butterfly,0,Men,USA,Mark Spitz,54.27,1,1.0,56.4,56.4
City,1968,100.0,Freestyle,0,Men,USA,Mark Spitz,53.0,3,0.0,,
Munich,1972,100.0,Freestyle,0,Men,USA,Mark Spitz,51.22,1,1.0,53.0,53.0
City,1968,200.0,Butterfly,0,Men,USA,Mark Spitz,133.5,4,0.0,,
Munich,1972,200.0,Butterfly,0,Men,USA,Mark Spitz,120.7,1,1.0,133.5,133.5
Munich,1972,200.0,Freestyle,0,Men,USA,Mark Spitz,112.78,1,0.0,,
Seoul,1988,100.0,Backstroke,0,Men,CAN,Mark Tewksbury,56.09,4,0.0,,
Barcelona,1992,100.0,Backstroke,0,Men,CAN,Mark Tewksbury,53.98,1,1.0,56.09,56.09
Montreal,1976,100.0,Backstroke,0,Men,AUS,Mark Tonelli,58.42,4,0.0,,
