Location,Year,Distance,Stroke,Relay?,Gender,Team,Athlete,Results,Rank,Experience,Previous_Best,Previous_Average
Helsinki,1952,1500.0,Freestyle,0,Men,FRA,Joseph Bernardo,1139.1,4,0.0,,
Paris,1924,200.0,Breaststroke,0,Men,BEL,Joseph De Combe,179.2,2,0.0,,
Amsterdam,1928,200.0,Breaststroke,0,Men,BEL,Joseph De Combe,,0,1.0,179.2,179.2
Barcelona,1992,200.0,Freestyle,0,Men,USA,Joseph Hudepohl,108.36,4,0.0,,
Rio,2016,100.0,Butterfly,0,Men,SGP,Joseph Schooling,50.39,1,0.0,,
Montreal,1976,100.0,Butterfly,0,Men,USA,Joseph Stuart Bottom,54.5,2,0.0,,
Montreal,1976,100.0,Freestyle,0,Men,USA,Joseph Stuart Bottom,51.79,4,0.0,,
London,1948,200.0,Breaststroke,0,Men,USA,Joseph Thomas Verdeur,159.3,1,0.0,,
Angeles,1932,100.0,Freestyle,0,Women,USA,Josephine Mckim,69.3,4,0.0,,
Amsterdam,1928,400.0,Freestyle,0,Women,USA,Josephine Mckim,360.2,3,0.0,,
Atlanta,1996,200.0,Freestyle,0,Men,USA,Josh Davis,108.539999,4,0.0,,
Sydney,2000,200.0,Freestyle,0,Men,USA,Josh Davis,106.729999,4,1.0,108.539999,108.539999
Rio,2016,200.0,Breaststroke,0,Men,USA,Josh Prenot,127.53,2,0.0,,
Rio,2016,200.0,Breaststroke,0,Men,USA,Josh Prenot,127.53,2,1.0,127.53,127.53
Sydney,2000,100.0,Backstroke,0,Men,AUS,Josh Watson,55.01,4,0.0,,
Tokyo,2020,100.0,Butterfly,0,Men,BUL,Josif Miladinov,51.49,4,0.0,,
Rome,1960,1500.0,Freestyle,0,Men,HUN,Jozsef Katona,1063.7,4,0.0,,
Tokyo,1964,1500.0,Freestyle,0,Men,HUN,Jozsef Katona,1050.8,4,1.0,1063.7,1063.7
Seoul,1988,200.0,Breaststroke,0,Men,HUN,Jozsef Szabo,133.52,1,0.0,,
Seoul,1988,400.0,Individual medley,0,Men,HUN,Jozsef Szabo,258.149999,4,0.0,,
Paris,1924,100.0,Backstroke,0,Men,ARG,Juan Behrensen,,0,0.0,,
City,1968,1500.0,Freestyle,0,Men,MEX,Juan Carlos Alanis,1066.599999,4,0.0,,
City,1968,200.0,Individual medley,0,Men,PER,Juan Carlos Bello,133.699999,4,0.0,,
Munich,1972,200.0,Individual medley,0,Men,PER,Juan Carlos Bello,131.87,4,1.0,133.699999,133.699999
City,1968,100.0,Freestyle,0,Women,HUN,Judit Turóczy,61.6,4,0.0,,
Montreal,1976,100.0,Freestyle,0,Women,FRG,Judith (Jutta) Weber,57.26,4,0.0,,
Melbourne,1956,100.0,Backstroke,0,Women,GBR,Judith Brenda Grinham,72.9,1,0.0,,
Seoul,1988,200.0,Individual medley,0,Women,AUS,Judith Clatworthy,136.31,4,0.0,,
Seoul,1988,400.0,Individual medley,0,Women,AUS,Judith Clatworthy,285.86,4,0.0,,
Munich,1972,100.0,Breaststroke,0,Women,USA,Judith Ellen Melick,76.34,4,0.0,,
London,1948,100.0,Backstroke,0,Women,AUS,Judith Joy Davies,76.7,3,0.0,,
Helsinki,1952,100.0,Freestyle,0,Women,HUN,Judith Temes,67.099999,3,0.0,,
Atlanta,1996,200.0,Freestyle,0,Women,AUS,Julia Greville,121.46,4,0.0,,
Beijing,2008,200.0,Individual medley,0,Women,CAN,Julia Wilkinson,132.43,4,0.0,,
Angeles,1984,400.0,Freestyle,0,Women,CAN,Julie Daigneault,256.41,4,0.0,,
Melbourne,1956,100.0,Backstroke,0,Women,GBR,Julie Hoyle,74.3,4,0.0,,
Seoul,1988,800.0,Freestyle,0,Women,AUS,Julie M. Mcdonald,502.93,3,0.0,,
Angeles,1984,100.0,Freestyle,0,Women,GBR,June Croft,56.9,4,0.0,,
Moscow,1980,200.0,Freestyle,0,Women,GBR,June Croft,123.15,4,0.0,,
Angeles,1984,200.0,Freestyle,0,Women,GBR,June Croft,120.64,4,1.0,123.15,123.15
Angeles,1984,400.0,Freestyle,0,Women,GBR,June Croft,251.49,3,0.0,,
Beijing,2008,100.0,Backstroke,0,Men,JPN,Junichi Miyashita,53.99,4,0.0,,
Sydney,2000,100.0,Butterfly,0,Women,JPN,Junko Onishi,59.13,4,0.0,,
Athens,2004,100.0,Butterfly,0,Women,JPN,Junko Onishi,59.83,4,1.0,59.13,59.13
Tokyo,2020,200.0,Freestyle,0,Women,CHN,Junxuan Yang,115.009999,4,0.0,,
Angeles,1984,400.0,Freestyle,0,Men,AUS,Justin Lemberg,231.79,3,0.0,,
Sydney,2000,200.0,Butterfly,0,Men,AUS,Justin Norris,116.17,3,0.0,,
Sydney,2000,400.0,Individual medley,0,Men,AUS,Justin Norris,257.87,4,0.0,,
Melbourne,1956,100.0,Butterfly,0,Women,GER,Jutta Langenau,77.4,4,0.0,,
London,1948,200.0,Breaststroke,0,Women,DEN,Jytte Solveig Hansen,188.1,4,0.0,,
Helsinki,1952,200.0,Breaststroke,0,Women,DEN,Jytte Solveig Hansen,177.8,4,1.0,188.1,188.1
Stockholm,1912,100.0,Backstroke,0,Men,HUN,János Wenk,,0,0.0,,
Atlanta,1996,400.0,Freestyle,0,Men,GER,Jörg Hoffmann,232.15,4,0.0,,
Barcelona,1992,1500.0,Freestyle,0,Men,GER,Jörg Hoffmann,902.29,3,0.0,,
Atlanta,1996,1500.0,Freestyle,0,Men,GER,Jörg Hoffmann,918.86,4,1.0,902.29,902.29
Moscow,1980,100.0,Freestyle,0,Men,GDR,Jörg Woithe,50.4,1,0.0,,
Moscow,1980,200.0,Freestyle,0,Men,GDR,Jörg Woithe,111.86,4,0.0,,
Munich,1972,100.0,Backstroke,0,Men,GDR,Jürgen Krüger,59.93,4,0.0,,
Beijing,2008,200.0,Butterfly,0,Men,BRA,Kaio Marcio,114.71,4,0.0,,
Sydney,2000,200.0,Butterfly,0,Women,USA,Kaitlin Sandeno,128.81,4,0.0,,
Athens,2004,200.0,Butterfly,0,Women,USA,Kaitlin Sandeno,128.18,4,1.0,128.81,128.81
Athens,2004,400.0,Freestyle,0,Women,USA,Kaitlin Sandeno,246.19,3,0.0,,
Sydney,2000,400.0,Individual medley,0,Women,USA,Kaitlin Sandeno,281.03,4,0.0,,
Athens,2004,400.0,Individual medley,0,Women,USA,Kaitlin Sandeno,274.95,2,1.0,281.03,281.03
Sydney,2000,800.0,Freestyle,0,Women,USA,Kaitlin Sandeno,504.29,3,0.0,,
Athens,2004,800.0,Freestyle,0,Women,USA,Kalyn Keller,506.97,4,0.0,,
Athens,2004,50.0,Freestyle,0,Women,USA,Kara Lynn Joyce,25.0,4,0.0,,
Beijing,2008,50.0,Freestyle,0,Women,USA,Kara Lynn Joyce,24.63,4,1.0,25.0,25.0
Athens,2004,100.0,Freestyle,0,Women,USA,Kara Lynn Joyce,54.54,4,0.0,,
City,1968,400.0,Freestyle,0,Women,AUS,Karen Lynne Moras,277.0,3,0.0,,
City,1968,800.0,Freestyle,0,Women,AUS,Karen Lynne Moras,578.6,4,0.0,,
London,1948,100.0,Backstroke,0,Women,DEN,Karen Margrethe Harup,74.4,1,0.0,,
London,1948,100.0,Freestyle,0,Women,DEN,Karen Margrethe Harup,68.099999,4,0.0,,
London,1948,400.0,Freestyle,0,Women,DEN,Karen Margrethe Harup,321.2,2,0.0,,
Munich,1972,100.0,Backstroke,0,Women,USA,Karen Patricia Moe-Thornton,66.69,4,0.0,,
Munich,1972,200.0,Butterfly,0,Women,USA,Karen Patricia Moe-Thornton,135.57,1,0.0,,
Montreal,1976,200.0,Butterfly,0,Women,USA,Karen Patricia Moe-Thornton,132.9,4,1.0,135.57,135.57
Angeles,1984,200.0,Butterfly,0,Women,AUS,Karen Phillips,130.56,2,0.0,,
Seoul,1988,50.0,Freestyle,0,Women,AUS,Karen Tracey Van Wirdum,26.01,4,0.0,,
Angeles,1984,800.0,Freestyle,0,Women,CAN,Karen Ward,528.12,4,0.0,,
Seoul,1988,100.0,Freestyle,0,Women,NED,Karin Brienesse,56.15,4,0.0,,
Barcelona,1992,100.0,Freestyle,0,Women,NED,Karin Brienesse,56.59,4,1.0,56.15,56.15
Atlanta,1996,100.0,Freestyle,0,Women,NED,Karin Brienesse,56.12,4,2.0,56.15,56.370000000000005
Angeles,1984,100.0,Butterfly,0,Women,FRG,Karin Seick,61.36,2,0.0,,
Munich,1972,200.0,Freestyle,0,Women,GDR,Karin Tülling,131.699999,4,0.0,,
Montreal,1976,100.0,Breaststroke,0,Women,GDR,Karla Linke,74.21,4,0.0,,
Montreal,1976,200.0,Breaststroke,0,Women,GDR,Karla Linke,156.97,4,0.0,,
Seoul,1988,100.0,Breaststroke,0,Men,HUN,Karoly Guttler,62.05,2,0.0,,
Atlanta,1996,100.0,Breaststroke,0,Men,HUN,Karoly Guttler,61.49,4,1.0,62.05,62.05
Barcelona,1992,200.0,Breaststroke,0,Men,HUN,Karoly Guttler,133.32,4,0.0,,
Atlanta,1996,200.0,Breaststroke,0,Men,HUN,Karoly Guttler,133.03,2,1.0,133.32,133.32
Helsinki,1952,100.0,Freestyle,0,Women,HUN,Katalin Szöke,66.8,1,0.0,,
Beijing,2008,200.0,Individual medley,0,Women,POL,Katarzyna Baranowska,133.36,4,0.0,,
Tokyo,2020,50.0,Freestyle,0,Women,POL,Katarzyna Wasick,24.32,4,0.0,,
Tokyo,2020,200.0,Individual medley,0,Women,USA,Kate Douglass,129.039999,3,0.0,,
Berlin,1936,100.0,Freestyle,0,Women,USA,Katherine Louise Rawls,68.7,4,0.0,,
Rio,2016,100.0,Backstroke,0,Women,USA,Kathleen Baker,58.75,2,0.0,,
Tokyo,2020,100.0,Backstroke,0,Women,GBR,Kathleen Dawson,58.7,4,0.0,,
Beijing,2008,200.0,Butterfly,0,Women,USA,Kathleen Hersey,128.229999,4,0.0,,
London,2012,200.0,Butterfly,0,Women,USA,Kathleen Hersey,125.78,4,1.0,128.229999,128.229999
Seoul,1988,200.0,Butterfly,0,Women,GDR,Kathleen Nord,129.509999,1,0.0,,
Seoul,1988,400.0,Individual medley,0,Women,GDR,Kathleen Nord,281.64,4,0.0,,
City,1968,400.0,Individual medley,0,Women,NZL,Kathleen Tui Shipston,334.6,4,0.0,,
Seoul,1988,200.0,Backstroke,0,Women,GDR,Kathrin Zimmermann,130.61,2,0.0,,
Angeles,1984,200.0,Individual medley,0,Women,NOR,Kathrine Bomstad,140.48,4,0.0,,
Angeles,1984,400.0,Individual medley,0,Women,NOR,Kathrine Bomstad,293.28,4,0.0,,
Tokyo,1964,100.0,Butterfly,0,Women,USA,Kathy Ellis,66.0,3,0.0,,
Tokyo,1964,100.0,Freestyle,0,Women,USA,Kathy Ellis,60.8,1,0.0,,
Montreal,1976,400.0,Freestyle,0,Women,USA,Kathy Heddy,255.5,4,0.0,,
Tokyo,2020,800.0,Freestyle,0,Women,USA,Katie Grimes,499.38,4,0.0,,
Beijing,2008,200.0,Freestyle,0,Women,USA,Katie Hoff,115.78,4,0.0,,
Athens,2004,200.0,Individual medley,0,Women,USA,Katie Hoff,133.97,4,0.0,,
Beijing,2008,200.0,Individual medley,0,Women,USA,Katie Hoff,130.68,4,1.0,133.97,133.97
Beijing,2008,400.0,Freestyle,0,Women,USA,Katie Hoff,243.29,2,0.0,,
Beijing,2008,400.0,Individual medley,0,Women,USA,Katie Hoff,271.709999,3,0.0,,
Rio,2016,200.0,Freestyle,0,Women,USA,Katie Ledecky,113.729999,1,0.0,,
Tokyo,2020,200.0,Freestyle,0,Women,USA,Katie Ledecky,115.21,4,1.0,113.729999,113.729999
Rio,2016,400.0,Freestyle,0,Women,USA,Katie Ledecky,236.46,1,0.0,,
Tokyo,2020,400.0,Freestyle,0,Women,USA,Katie Ledecky,237.36,2,1.0,236.46,236.46
Tokyo,2020,400.0,Freestyle,0,Women,USA,Katie Ledecky,237.36,2,2.0,236.46,236.91000000000003
London,2012,800.0,Freestyle,0,Women,USA,Katie Ledecky,494.63,1,0.0,,
Rio,2016,800.0,Freestyle,0,Women,USA,Katie Ledecky,484.79,1,1.0,494.63,494.63
Tokyo,2020,800.0,Freestyle,0,Women,USA,Katie Ledecky,492.57,1,2.0,484.79,489.71000000000004
Tokyo,2020,1500.0,Freestyle,0,Women,USA,Katie Ledecky,937.34,1,0.0,,
Rio,2016,100.0,Breaststroke,0,Women,USA,Katie Meili,65.69,3,0.0,,
Rio,2016,100.0,Backstroke,0,Women,HUN,Katinka Hosszu,58.45,1,0.0,,
Rio,2016,200.0,Backstroke,0,Women,HUN,Katinka Hosszu,126.05,2,0.0,,
London,2012,200.0,Individual medley,0,Women,HUN,Katinka Hosszu,134.19,4,0.0,,
Rio,2016,200.0,Individual medley,0,Women,HUN,Katinka Hosszu,126.58,1,1.0,134.19,134.19
Tokyo,2020,200.0,Individual medley,0,Women,HUN,Katinka Hosszu,132.38,4,2.0,126.58,130.385
London,2012,400.0,Individual medley,0,Women,HUN,Katinka Hosszu,273.49,4,0.0,,
Rio,2016,400.0,Individual medley,0,Women,HUN,Katinka Hosszu,266.36,1,1.0,273.49,273.49
Seoul,1988,50.0,Freestyle,0,Women,GDR,Katrin Meissner,25.71,3,0.0,,
Paris,1924,100.0,Freestyle,0,Men,JPN,Katsuo Takaishi,63.0,4,0.0,,
Amsterdam,1928,100.0,Freestyle,0,Men,JPN,Katsuo Takaishi,60.0,1,1.0,63.0,63.0
Paris,1924,1500.0,Freestyle,0,Men,JPN,Katsuo Takaishi,1330.4,4,0.0,,
Athens,2004,200.0,Backstroke,0,Women,GBR,Katy Sexton,132.11,4,0.0,,
City,1968,100.0,Backstroke,0,Women,USA,Kaye Marie Hall,66.2,1,0.0,,
City,1968,200.0,Backstroke,0,Women,USA,Kaye Marie Hall,148.9,3,0.0,,
Tokyo,2020,100.0,Backstroke,0,Women,AUS,Kaylee Mckeown,57.47,1,0.0,,
Tokyo,2020,200.0,Backstroke,0,Women,AUS,Kaylee Mckeown,124.68,1,0.0,,
Tokyo,2020,200.0,Breaststroke,0,Women,RSA,Kaylene Corbett,142.06,4,0.0,,
Berlin,1936,400.0,Freestyle,0,Women,JPN,Kazue Kojima,343.1,4,0.0,,
London,2012,200.0,Backstroke,0,Men,JPN,Kazuki Watanabe,117.03,4,0.0,,
Paris,1924,1500.0,Freestyle,0,Men,JPN,Kazuo Onoda,,0,0.0,,
Munich,1972,200.0,Freestyle,0,Women,USA,Keena Ruth Rothhammer,124.92,3,0.0,,
Munich,1972,400.0,Freestyle,0,Women,USA,Keena Ruth Rothhammer,264.22,4,0.0,,
Munich,1972,800.0,Freestyle,0,Women,USA,Keena Ruth Rothhammer,533.679999,1,0.0,,
Moscow,1980,100.0,Butterfly,0,Men,NED,Kees Vervoorn,55.25,4,0.0,,
Moscow,1980,200.0,Butterfly,0,Men,NED,Kees Vervoorn,122.52,4,0.0,,
Barcelona,1992,200.0,Butterfly,0,Men,JPN,Keiichi Kawanaka,118.97,4,0.0,,
Beijing,2008,200.0,Individual medley,0,Men,CAN,Keith Beavers,119.43,4,0.0,,
London,1948,100.0,Freestyle,0,Men,USA,Keith Eyre Carter,58.3,4,0.0,,
London,1948,200.0,Breaststroke,0,Men,USA,Keith Eyre Carter,160.2,2,0.0,,
Antwerp,1920,400.0,Freestyle,0,Men,AUS,Keith Kirkland,,0,0.0,,
Sydney,2000,200.0,Backstroke,0,Women,CAN,Kelly Stefanyshyn,134.57,4,0.0,,
Rio,2016,100.0,Butterfly,0,Women,USA,Kelsi Worrell,,5,0.0,,
Beijing,2008,200.0,Individual medley,0,Men,JPN,Ken Takakuwa,118.22,4,0.0,,
London,2012,200.0,Individual medley,0,Men,JPN,Ken Takakuwa,118.53,4,1.0,118.22,118.22
City,1968,100.0,Backstroke,0,Women,USA,Kendis Marion Moore,68.3,4,0.0,,
Barcelona,1992,200.0,Breaststroke,0,Men,JPN,Kenji Watanabe,134.699999,4,0.0,,
Antwerp,1920,400.0,Freestyle,0,Men,JPN,Kenkichi Saito,,0,0.0,,
Angeles,1984,200.0,Breaststroke,0,Men,CAN,Kenneth Fitzpatrick,138.86,4,0.0,,
Stockholm,1912,100.0,Freestyle,0,Men,USA,Kenneth Huszagh,65.599999,3,0.0,,
City,1968,100.0,Freestyle,0,Men,USA,Kenneth Marshall Walsh,52.8,2,0.0,,
Angeles,1932,100.0,Backstroke,0,Men,JPN,Kentaro Kawatsu,70.0,3,0.0,,
Rome,1960,200.0,Butterfly,0,Men,JPN,Kenzo Izutsu,139.4,4,0.0,,
Barcelona,1992,200.0,Freestyle,0,Women,GER,Kerstin Kielgass,119.67,3,0.0,,
Sydney,2000,200.0,Freestyle,0,Women,GER,Kerstin Kielgass,118.86,4,1.0,119.67,119.67
Barcelona,1992,400.0,Freestyle,0,Women,GER,Kerstin Kielgass,251.52,4,0.0,,
Atlanta,1996,400.0,Freestyle,0,Women,GER,Kerstin Kielgass,249.83,4,1.0,251.52,251.52
Atlanta,1996,800.0,Freestyle,0,Women,GER,Kerstin Kielgass,511.06,4,0.0,,
Rio,2016,100.0,Breaststroke,0,Men,USA,Kevin Cordes,59.22,4,0.0,,
Rio,2016,200.0,Breaststroke,0,Men,USA,Kevin Cordes,128.34,4,0.0,,
Rio,2016,200.0,Breaststroke,0,Men,USA,Kevin Cordes,128.34,4,1.0,128.34,128.34
Rome,1960,200.0,Butterfly,0,Men,AUS,Kevin John Berry,138.5,4,0.0,,
Tokyo,1964,200.0,Butterfly,0,Men,AUS,Kevin John Berry,126.6,1,1.0,138.5,138.5
Melbourne,1956,400.0,Freestyle,0,Men,AUS,Kevin O'Halloran,272.899999,4,0.0,,
Seoul,1988,400.0,Freestyle,0,Men,GBR,Kevin Thomas Boyd,230.16,4,0.0,,
Seoul,1988,1500.0,Freestyle,0,Men,GBR,Kevin Thomas Boyd,921.16,4,0.0,,
Melbourne,1956,200.0,Breaststroke,0,Men,URS,Kharis Yunichev,156.8,3,0.0,,
Tokyo,2020,800.0,Freestyle,0,Women,AUS,Kiah Melverton,502.25,4,0.0,,
Tokyo,2020,1500.0,Freestyle,0,Women,AUS,Kiah Melverton,960.36,4,0.0,,
Tokyo,2020,200.0,Freestyle,0,Men,USA,Kieran Smith,105.12,4,0.0,,
Tokyo,2020,400.0,Freestyle,0,Men,USA,Kieran Smith,223.94,3,0.0,,
Barcelona,1992,400.0,Freestyle,0,Men,AUS,Kieren John Perkins,225.16,2,0.0,,
Barcelona,1992,1500.0,Freestyle,0,Men,AUS,Kieren John Perkins,883.48,1,0.0,,
Atlanta,1996,1500.0,Freestyle,0,Men,AUS,Kieren John Perkins,896.4,1,1.0,883.48,883.48
Sydney,2000,1500.0,Freestyle,0,Men,AUS,Kieren John Perkins,893.59,2,2.0,883.48,889.94
Berlin,1936,100.0,Backstroke,0,Men,JPN,Kiichi Yoshida,69.7,4,0.0,,
Tokyo,1964,400.0,Freestyle,0,Women,AUS,Kim Herford,292.9,4,0.0,,
Montreal,1976,100.0,Freestyle,0,Women,USA,Kim Marie Peyton,56.81,4,0.0,,
Angeles,1984,400.0,Freestyle,0,Women,USA,Kimberly Ann Linehan,252.26,4,0.0,,
Angeles,1984,200.0,Breaststroke,0,Women,USA,Kimberly Lynne Rhodenbaugh,155.51,4,0.0,,
Tokyo,2020,100.0,Backstroke,0,Women,NED,Kira Toussaint,59.11,4,0.0,,
Tokyo,2020,1500.0,Freestyle,0,Men,ROC,Kirill Martynychev,895.85,4,0.0,,
Atlanta,1996,400.0,Freestyle,0,Women,NED,Kirsten Vlieghuis,248.7,3,0.0,,
Atlanta,1996,800.0,Freestyle,0,Women,NED,Kirsten Vlieghuis,510.84,3,0.0,,
Athens,2004,100.0,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,60.5,2,0.0,,
Beijing,2008,100.0,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,59.19,4,1.0,60.5,60.5
Athens,2004,200.0,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,129.19,1,0.0,,
Beijing,2008,200.0,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,125.24,1,1.0,129.19,129.19
London,2012,200.0,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,128.18,4,2.0,125.24,127.215
Rio,2016,200.0,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,128.8,4,3.0,125.24,127.53666666666668
Athens,2004,200.0,Individual medley,0,Women,ZIM,Kirsty Leigh Coventry,132.72,3,0.0,,
Beijing,2008,200.0,Individual medley,0,Women,ZIM,Kirsty Leigh Coventry,128.59,2,1.0,132.72,132.72
London,2012,200.0,Individual medley,0,Women,ZIM,Kirsty Leigh Coventry,131.13,4,2.0,128.59,130.655
Beijing,2008,400.0,Individual medley,0,Women,ZIM,Kirsty Leigh Coventry,269.89,2,0.0,,
City,1968,100.0,Breaststroke,0,Women,JPN,Kiyoe Nakagawa,77.0,4,0.0,,
Seoul,1988,200.0,Butterfly,0,Women,JPN,Kiyomi Takahashi,131.62,4,0.0,,
Helsinki,1952,200.0,Breaststroke,0,Women,HUN,Klara Killerman Bartos,177.6,3,0.0,,
Melbourne,1956,200.0,Breaststroke,0,Women,HUN,Klara Killerman Bartos,176.1,4,1.0,177.6,177.6
Munich,1972,200.0,Breaststroke,0,Men,GDR,Klaus Katzur,147.44,4,0.0,,
Munich,1972,100.0,Freestyle,0,Men,FRG,Klaus Steinbach,52.92,4,0.0,,
Montreal,1976,100.0,Freestyle,0,Men,FRG,Klaus Steinbach,51.68,4,1.0,52.92,52.92
Munich,1972,200.0,Freestyle,0,Men,FRG,Klaus Steinbach,115.65,4,0.0,,
Montreal,1976,200.0,Freestyle,0,Men,FRG,Klaus Steinbach,111.09,4,1.0,115.65,115.65
Montreal,1976,200.0,Backstroke,0,Women,URS,Klavdiya Studennikova,137.74,4,0.0,,
Athens,2004,200.0,Freestyle,0,Men,USA,Klete Keller,106.13,4,0.0,,
Sydney,2000,400.0,Freestyle,0,Men,USA,Klete Keller,227.0,3,0.0,,
Athens,2004,400.0,Freestyle,0,Men,USA,Klete Keller,224.11,3,1.0,227.0,227.0
Tokyo,2020,100.0,Backstroke,0,Men,ROC,Kliment Kolesnikov,52.0,2,0.0,,
Tokyo,2020,100.0,Freestyle,0,Men,ROC,Kliment Kolesnikov,47.44,3,0.0,,
Melbourne,1956,200.0,Breaststroke,0,Men,DEN,Knud Westrup Gleie,160.0,4,0.0,,
Melbourne,1956,400.0,Freestyle,0,Men,JPN,Koji Nonoshita,278.2,4,0.0,,
London,2012,100.0,Butterfly,0,Men,POL,Konrad Czerniak,52.05,4,0.0,,
Montreal,1976,100.0,Butterfly,0,Women,GDR,Kornelia Ender,60.13,1,0.0,,
Montreal,1976,100.0,Freestyle,0,Women,GDR,Kornelia Ender,55.65,1,0.0,,
Montreal,1976,200.0,Freestyle,0,Women,GDR,Kornelia Ender,119.259999,1,0.0,,
Munich,1972,200.0,Individual medley,0,Women,GDR,Kornelia Ender,143.59,2,0.0,,
Rio,2016,200.0,Freestyle,0,Men,JPN,Kosuke Hagino,105.9,4,0.0,,
London,2012,200.0,Individual medley,0,Men,JPN,Kosuke Hagino,117.35,4,0.0,,
Rio,2016,200.0,Individual medley,0,Men,JPN,Kosuke Hagino,116.61,2,1.0,117.35,117.35
Tokyo,2020,200.0,Individual medley,0,Men,JPN,Kosuke Hagino,117.49,4,2.0,116.61,116.97999999999999
London,2012,400.0,Individual medley,0,Men,JPN,Kosuke Hagino,248.94,3,0.0,,
Rio,2016,400.0,Individual medley,0,Men,JPN,Kosuke Hagino,246.05,1,1.0,248.94,248.94
Sydney,2000,100.0,Breaststroke,0,Men,JPN,Kosuke Kitajima,61.34,4,0.0,,
Athens,2004,100.0,Breaststroke,0,Men,JPN,Kosuke Kitajima,60.08,1,1.0,61.34,61.34
Beijing,2008,100.0,Breaststroke,0,Men,JPN,Kosuke Kitajima,58.91,3,2.0,60.08,60.71
London,2012,100.0,Breaststroke,0,Men,JPN,Kosuke Kitajima,59.79,4,3.0,58.91,60.10999999999999
Athens,2004,200.0,Breaststroke,0,Men,JPN,Kosuke Kitajima,129.44,2,0.0,,
Beijing,2008,200.0,Breaststroke,0,Men,JPN,Kosuke Kitajima,127.64,1,1.0,129.44,129.44
London,2012,200.0,Breaststroke,0,Men,JPN,Kosuke Kitajima,128.35,4,2.0,127.64,128.54
Tokyo,2020,50.0,Freestyle,0,Men,GRE,Kristian Gkolomeev,21.72,4,0.0,,
Seoul,1988,50.0,Freestyle,0,Women,GDR,Kristin Otto,25.49,1,0.0,,
Seoul,1988,100.0,Backstroke,0,Women,GDR,Kristin Otto,60.89,1,0.0,,
Seoul,1988,100.0,Butterfly,0,Women,GDR,Kristin Otto,59.0,4,0.0,,
Seoul,1988,100.0,Freestyle,0,Women,GDR,Kristin Otto,54.93,1,0.0,,
Rome,1960,100.0,Butterfly,0,Women,SWE,Kristina Larsson,73.6,4,0.0,,
Tokyo,2020,100.0,Butterfly,0,Men,HUN,Kristof Kristof Milak,49.68,2,0.0,,
Tokyo,2020,200.0,Butterfly,0,Men,HUN,Kristof Kristof Milak,111.25,1,0.0,,
Sydney,2000,200.0,Breaststroke,0,Women,USA,Kristy Kowal,144.56,2,0.0,,
Seoul,1988,100.0,Backstroke,0,Women,HUN,Krisztina Egerszegi,61.56,2,0.0,,
Barcelona,1992,100.0,Backstroke,0,Women,HUN,Krisztina Egerszegi,60.68,1,1.0,61.56,61.56
Seoul,1988,200.0,Backstroke,0,Women,HUN,Krisztina Egerszegi,129.289999,1,0.0,,
Barcelona,1992,200.0,Backstroke,0,Women,HUN,Krisztina Egerszegi,127.06,1,1.0,129.289999,129.289999
Atlanta,1996,200.0,Backstroke,0,Women,HUN,Krisztina Egerszegi,127.83,1,2.0,127.06,128.1749995
Barcelona,1992,400.0,Individual medley,0,Women,HUN,Krisztina Egerszegi,276.54,1,0.0,,
Atlanta,1996,400.0,Individual medley,0,Women,HUN,Krisztina Egerszegi,282.53,3,1.0,276.54,276.54
Tokyo,2020,200.0,Butterfly,0,Men,POL,Krzysztof Chmielewski,115.88,4,0.0,,
Stockholm,1912,100.0,Freestyle,0,Men,GER,Kurt Bretting,65.8,4,0.0,,
Atlanta,1996,100.0,Breaststroke,0,Men,USA,Kurt Grote,61.69,4,0.0,,
Atlanta,1996,200.0,Breaststroke,0,Men,USA,Kurt Grote,136.05,4,0.0,,
Berlin,1936,100.0,Backstroke,0,Men,AUT,Kurt Patuzzi,,0,0.0,,
Berlin,1936,1500.0,Freestyle,0,Men,AUT,Kurt Patuzzi,,0,0.0,,
Stockholm,1912,200.0,Breaststroke,0,Men,GER,Kurt Paul Malisch,188.0,3,0.0,,
Stockholm,1912,400.0,Breaststroke,0,Men,GER,Kurt Paul Malisch,397.0,4,0.0,,
Angeles,1932,1500.0,Freestyle,0,Men,JPN,Kusuo Kitamura,1152.4,1,0.0,,
Rio,2016,100.0,Freestyle,0,Men,AUS,Kyle Chalmers,47.58,1,0.0,,
Tokyo,2020,100.0,Freestyle,0,Men,AUS,Kyle Chalmers,47.08,2,1.0,47.58,47.58
Sydney,2000,200.0,Breaststroke,0,Men,USA,Kyle Salyards,133.27,4,0.0,,
Rio,2016,100.0,Backstroke,0,Women,CAN,Kylie Masse,58.76,3,0.0,,
Tokyo,2020,100.0,Backstroke,0,Women,CAN,Kylie Masse,57.72,2,1.0,58.76,58.76
Tokyo,2020,200.0,Backstroke,0,Women,CAN,Kylie Masse,125.42,2,0.0,,
London,2012,200.0,Freestyle,0,Women,AUS,Kylie Palmer,117.68,4,0.0,,
Beijing,2008,800.0,Freestyle,0,Women,AUS,Kylie Palmer,506.39,4,0.0,,
Barcelona,1992,200.0,Breaststroke,0,Women,JPN,Kyoko Iwasaki,146.65,1,0.0,,
