Gender,Event,Location,Year,Medal,Name,Nationality,NOC,Result
M,4 × 100 metres Relay,Amsterdam,1928,None,Willy Dujardin,BEL,BEL,
M,4 × 100 metres Relay,Amsterdam,1928,None,Adolphe Groscol,BEL,BEL,
M,4 × 100 metres Relay,Amsterdam,1928,None,Frans Prinsen,BEL,BEL,
M,4 × 100 metres Relay,Amsterdam,1928,None,Emile Vercken,BEL,BEL,
M,4 × 100 metres Relay,Amsterdam,1928,None,Fred Zinner,BEL,BEL,
W,4 × 100 metres Relay,Amsterdam,1928,None,Jenny Thompson,CAN,CAN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Ralph Adams,CAN,CAN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Johnny Fitzpatrick,CAN,CAN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Buck Hester,CAN,CAN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Percy Williams,CAN,CAN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Óscar Alvarado,CHI,CHI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Alex Hannig,CHI,CHI,
M,4 × 100 metres Relay,Amsterdam,1928,None,José Vicente Salinas,CHI,CHI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Alfredo Ugarte,CHI,CHI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Rodolfo Wagner,CHI,CHI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Enrique de Chávarri,ESP,ESP,
M,4 × 100 metres Relay,Amsterdam,1928,None,Fernando Muñagorri,ESP,ESP,
M,4 × 100 metres Relay,Amsterdam,1928,None,Diego Ordóñez,ESP,ESP,
M,4 × 100 metres Relay,Amsterdam,1928,None,Juan Serrahima,ESP,ESP,
W,4 × 100 metres Relay,Amsterdam,1928,None,Georgette Gagneux,FRA,FRA,
W,4 × 100 metres Relay,Amsterdam,1928,None,Lucienne Laudré,FRA,FRA,
W,4 × 100 metres Relay,Amsterdam,1928,None,Yolande Plancke,FRA,FRA,
W,4 × 100 metres Relay,Amsterdam,1928,None,Marguerite Radideau,FRA,FRA,
W,4 × 100 metres Relay,Amsterdam,1928,None,Lucienne Velu,FRA,FRA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Gilbert Auvergne,FRA,FRA,
M,4 × 100 metres Relay,Amsterdam,1928,None,André Cerbonney,FRA,FRA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Maurice Degrelle,FRA,FRA,
M,4 × 100 metres Relay,Amsterdam,1928,None,André Dufau,FRA,FRA,
M,4 × 100 metres Relay,Amsterdam,1928,None,André Mourlon,FRA,FRA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Guy Butler,GBR,GBR,
M,4 × 100 metres Relay,Amsterdam,1928,None,Jack Hambidge,GBR,GBR,
M,4 × 100 metres Relay,Amsterdam,1928,None,John Heap,GBR,GBR,
W,4 × 100 metres Relay,Amsterdam,1928,None,Erna Steinberg,GER,GER,
M,4 × 100 metres Relay,Amsterdam,1928,None,Helmut Schlöske,GER,GER,
M,4 × 100 metres Relay,Amsterdam,1928,None,Jakob Schüller,GER,GER,
M,4 × 100 metres Relay,Amsterdam,1928,None,Stelios Benardis,GRE,GRE,
M,4 × 100 metres Relay,Amsterdam,1928,None,Renos Fragkoudis,GRE,GRE,
M,4 × 100 metres Relay,Amsterdam,1928,None,Argyris Karagiannis,GRE,GRE,
M,4 × 100 metres Relay,Amsterdam,1928,None,Angelos Lamprou,GRE,GRE,
M,4 × 100 metres Relay,Amsterdam,1928,None,Vangelis Moiropoulos,GRE,GRE,
M,4 × 100 metres Relay,Amsterdam,1928,None,Nikolaos Papanikolaou,GRE,GRE,
M,4 × 100 metres Relay,Amsterdam,1928,None,Konstantinos Petridis,GRE,GRE,
M,4 × 100 metres Relay,Amsterdam,1928,None,Ferenc Gerő,HUN,HUN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Antal Odri,HUN,HUN,
M,4 × 100 metres Relay,Amsterdam,1928,None,János Paizs,HUN,HUN,
M,4 × 100 metres Relay,Amsterdam,1928,None,István Raggambi,HUN,HUN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Gusztáv Rózsahegyi,HUN,HUN,
M,4 × 100 metres Relay,Amsterdam,1928,None,István Sugár,HUN,HUN,
W,4 × 100 metres Relay,Amsterdam,1928,None,Luigia Bonfanti,ITA,ITA,
W,4 × 100 metres Relay,Amsterdam,1928,None,Giannina Marchini,ITA,ITA,
W,4 × 100 metres Relay,Amsterdam,1928,None,Matilde Moraschi,ITA,ITA,
W,4 × 100 metres Relay,Amsterdam,1928,None,Derna Polazzo,ITA,ITA,
W,4 × 100 metres Relay,Amsterdam,1928,None,Vittorina Vivenza,ITA,ITA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Giuseppe Castelli,ITA,ITA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Ruggero Maregatti,ITA,ITA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Franco Reiser,ITA,ITA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Edgardo Toetti,ITA,ITA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Enrico Torre,ITA,ITA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Iwao Aizawa,JPN,JPN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Yonetaro Nakazawa,JPN,JPN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Chuhei Nanbu,JPN,JPN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Mikio Oda,JPN,JPN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Tatsuo Toki,JPN,JPN,
W,4 × 100 metres Relay,Amsterdam,1928,None,Lies Aengenendt,NED,NED,
W,4 × 100 metres Relay,Amsterdam,1928,None,Rie Briejèr,NED,NED,
W,4 × 100 metres Relay,Amsterdam,1928,None,Nettie Grooss,NED,NED,
W,4 × 100 metres Relay,Amsterdam,1928,None,Bets ter Horst,NED,NED,
M,4 × 100 metres Relay,Amsterdam,1928,None,Dolf Benz,NED,NED,
M,4 × 100 metres Relay,Amsterdam,1928,None,Jaap Boot,NED,NED,
M,4 × 100 metres Relay,Amsterdam,1928,None,Harry Broos,NED,NED,
M,4 × 100 metres Relay,Amsterdam,1928,None,Hannes de Boer,NED,NED,
M,4 × 100 metres Relay,Amsterdam,1928,None,Jan de Vries,NED,NED,
M,4 × 100 metres Relay,Amsterdam,1928,None,Wim Hennings,NED,NED,
M,4 × 100 metres Relay,Amsterdam,1928,None,Rinus van den Berge,NED,NED,
M,4 × 100 metres Relay,Amsterdam,1928,None,Toon van Welsenes,NED,NED,
M,4 × 100 metres Relay,Amsterdam,1928,None,Lothar Albrich,ROU,ROU,
M,4 × 100 metres Relay,Amsterdam,1928,None,Gheorghe Csegezi,ROU,ROU,
M,4 × 100 metres Relay,Amsterdam,1928,None,Tiberiu Rusu,ROU,ROU,
M,4 × 100 metres Relay,Amsterdam,1928,None,Otto Schöpp,ROU,ROU,
M,4 × 100 metres Relay,Amsterdam,1928,None,Virgil Ioan,ROU,ROU,
M,4 × 100 metres Relay,Amsterdam,1928,None,Sid Atkinson,RSA,RSA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Aubrey Burton-Durham,RSA,RSA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Howard Kinsman,RSA,RSA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Billie Legg,RSA,RSA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Johannes Viljoen,RSA,RSA,
M,4 × 100 metres Relay,Amsterdam,1928,None,George Weightman-Smith,RSA,RSA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Emmanuel Goldsmith,SUI,SUI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Heinz Hemmi,SUI,SUI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Hans Niggl,SUI,SUI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Walter Strebi,SUI,SUI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Alfred Sutter,SUI,SUI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Willy Tschopp,SUI,SUI,
M,4 × 100 metres Relay,Amsterdam,1928,None,Willy Weibel,SUI,SUI,
W,4 × 100 metres Relay,Amsterdam,1928,None,Inga Gentzel,SWE,SWE,
W,4 × 100 metres Relay,Amsterdam,1928,None,Emy Pettersson,SWE,SWE,
W,4 × 100 metres Relay,Amsterdam,1928,None,Maud Sundberg,SWE,SWE,
W,4 × 100 metres Relay,Amsterdam,1928,None,Ruth Svedberg,SWE,SWE,
M,4 × 100 metres Relay,Amsterdam,1928,None,Haydar Aşan,TUR,TUR,
M,4 × 100 metres Relay,Amsterdam,1928,None,Mehmet Ali Aybar,TUR,TUR,
M,4 × 100 metres Relay,Amsterdam,1928,None,Semih Türkdoğan,TUR,TUR,
W,4 × 100 metres Relay,Amsterdam,1928,None,Elta Cartwright,USA,USA,
W,4 × 100 metres Relay,Amsterdam,1928,None,Anne Vrana,USA,USA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Claude Bracey,USA,USA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Henry Cumming,USA,USA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Charley Paddock,USA,USA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Jackson Scholz,USA,USA,
M,4 × 100 metres Relay,Amsterdam,1928,None,Ladislau Peter,ROU,ROU,
M,4 × 100 metres Relay,Amsterdam,1928,None,Şinasi Şahingiray,TUR,TUR,
M,4 × 100 metres Relay,Amsterdam,1928,None,Seishichi Inuma,JPN,JPN,
M,4 × 100 metres Relay,Amsterdam,1928,None,Shigetoshi Osawa,JPN,JPN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Gérard Bertheloot,BEL,BEL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Émile Binet,BEL,BEL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Philippe Coenjaerts,BEL,BEL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Eugène Langenraedt,BEL,BEL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Frans Prinsen,BEL,BEL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Emile Vercken,BEL,BEL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Brant Little,CAN,CAN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Fred Macbeth,CAN,CAN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Lauri Härö,FIN,FIN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Jukka Matilainen,FIN,FIN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Erkka Wilén,FIN,FIN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Erik Åström,FIN,FIN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Georges Dupont,FRA,FRA,
M,4 × 400 metres Relay,Amsterdam,1928,None,René Féger,FRA,FRA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Joseph Jackson,FRA,FRA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Georges Krotoff,FRA,FRA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Séra Martin,FRA,FRA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Guy Butler,GBR,GBR,
M,4 × 400 metres Relay,Amsterdam,1928,None,William Craner,GBR,GBR,
M,4 × 400 metres Relay,Amsterdam,1928,None,Billy Green,GBR,GBR,
M,4 × 400 metres Relay,Amsterdam,1928,None,John Hanlon,GBR,GBR,
M,4 × 400 metres Relay,Amsterdam,1928,None,Roger Leigh-Wood,GBR,GBR,
M,4 × 400 metres Relay,Amsterdam,1928,None,Douglas Lowe,GBR,GBR,
M,4 × 400 metres Relay,Amsterdam,1928,None,John Rinkel,GBR,GBR,
M,4 × 400 metres Relay,Amsterdam,1928,None,Jochen Büchner,GER,GER,
M,4 × 400 metres Relay,Amsterdam,1928,None,Otto Peltzer,GER,GER,
M,4 × 400 metres Relay,Amsterdam,1928,None,Reinhold Schmidt,GER,GER,
M,4 × 400 metres Relay,Amsterdam,1928,None,Stelios Benardis,GRE,GRE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Renos Fragkoudis,GRE,GRE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Antonios Mangos,GRE,GRE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Vangelis Moiropoulos,GRE,GRE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Nikolaos Papanikolaou,GRE,GRE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Konstantinos Petridis,GRE,GRE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Vasilios Stavrinos,GRE,GRE,
M,4 × 400 metres Relay,Amsterdam,1928,None,László Barsi,HUN,HUN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Mór Gerő,HUN,HUN,
M,4 × 400 metres Relay,Amsterdam,1928,None,László Magdics,HUN,HUN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Antal Odri,HUN,HUN,
M,4 × 400 metres Relay,Amsterdam,1928,None,István Sugár,HUN,HUN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Jenő Szalay,HUN,HUN,
M,4 × 400 metres Relay,Amsterdam,1928,None,Ronald Burns,IND,IND,
M,4 × 400 metres Relay,Amsterdam,1928,None,James Hall,IND,IND,
M,4 × 400 metres Relay,Amsterdam,1928,None,S. Abdul Hamid,IND,IND,
M,4 × 400 metres Relay,Amsterdam,1928,None,Joseph Murphy,IND,IND,
M,4 × 400 metres Relay,Amsterdam,1928,None,Giacomo Carlini,ITA,ITA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Guido Cominotto,ITA,ITA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Luigi Facelli,ITA,ITA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Ettore Tavernari,ITA,ITA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Ciro Chapa,MEX,MEX,
M,4 × 400 metres Relay,Amsterdam,1928,None,Francisco Costas,MEX,MEX,
M,4 × 400 metres Relay,Amsterdam,1928,None,Mario Gómez,MEX,MEX,
M,4 × 400 metres Relay,Amsterdam,1928,None,José Lucílo Iturbe,MEX,MEX,
M,4 × 400 metres Relay,Amsterdam,1928,None,Jesús Moraila,MEX,MEX,
M,4 × 400 metres Relay,Amsterdam,1928,None,Víctor Villaseñor,MEX,MEX,
M,4 × 400 metres Relay,Amsterdam,1928,None,Harry Broos,NED,NED,
M,4 × 400 metres Relay,Amsterdam,1928,None,Andries Hoogerwerf,NED,NED,
M,4 × 400 metres Relay,Amsterdam,1928,None,Adje Paulen,NED,NED,
M,4 × 400 metres Relay,Amsterdam,1928,None,Rinus van den Berge,NED,NED,
M,4 × 400 metres Relay,Amsterdam,1928,None,Klemens Biniakowski,POL,POL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Stefan Kostrzewski,POL,POL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Feliks Malanowski,POL,POL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Zygmunt Weiss,POL,POL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Feliks Żuber,POL,POL,
M,4 × 400 metres Relay,Amsterdam,1928,None,Josef Imbach,SUI,SUI,
M,4 × 400 metres Relay,Amsterdam,1928,None,Paul Martin,SUI,SUI,
M,4 × 400 metres Relay,Amsterdam,1928,None,Adolf Meier,SUI,SUI,
M,4 × 400 metres Relay,Amsterdam,1928,None,Erik Byléhn,SWE,SWE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Erik Kjellström,SWE,SWE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Björn Kugelberg,SWE,SWE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Sten Pettersson,SWE,SWE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Artur Svensson,SWE,SWE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Bertil von Wachenfeldt,SWE,SWE,
M,4 × 400 metres Relay,Amsterdam,1928,None,Johann Bartl,TCH,TCH,
M,4 × 400 metres Relay,Amsterdam,1928,None,Adolf Kittel,TCH,TCH,
M,4 × 400 metres Relay,Amsterdam,1928,None,Karel Kněnický,TCH,TCH,
M,4 × 400 metres Relay,Amsterdam,1928,None,Karel Nedobitý,TCH,TCH,
M,4 × 400 metres Relay,Amsterdam,1928,None,Vilém Šindler,TCH,TCH,
M,4 × 400 metres Relay,Amsterdam,1928,None,Jaroslav Vykoupil,TCH,TCH,
M,4 × 400 metres Relay,Amsterdam,1928,None,Hermon Phillips,USA,USA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Euil Snider,USA,USA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Joe Tierney,USA,USA,
M,4 × 400 metres Relay,Amsterdam,1928,None,Alfonso García,MEX,MEX,
M,400 metres,Amsterdam,1928,G,Raymond James BARBUTI,USA,USA,47.8
M,400 metres,Amsterdam,1928,S,James BALL,CAN,CAN,48.0
M,400 metres,Amsterdam,1928,B,Joachim BÃCHNER,GER,GER,48.2
M,400 metres,Amsterdam,1928,None,Charles Stuart,AUS,AUS,
M,400 metres,Amsterdam,1928,None,Hermann Geißler,AUT,AUT,
M,400 metres,Amsterdam,1928,None,Eugène Langenraedt,BEL,BEL,
M,400 metres,Amsterdam,1928,None,Frans Prinsen,BEL,BEL,
M,400 metres,Amsterdam,1928,None,Emile Vercken,BEL,BEL,
M,400 metres,Amsterdam,1928,None,Phil Edwards,CAN,CAN,
M,400 metres,Amsterdam,1928,None,Fred Macbeth,CAN,CAN,
M,400 metres,Amsterdam,1928,None,Alex Wilson,CAN,CAN,
M,400 metres,Amsterdam,1928,None,Alex Hannig,CHI,CHI,
M,400 metres,Amsterdam,1928,None,José Vicente Salinas,CHI,CHI,
M,400 metres,Amsterdam,1928,None,Louis Lundgren,DEN,DEN,
M,400 metres,Amsterdam,1928,None,Joaquín Miquel,ESP,ESP,
M,400 metres,Amsterdam,1928,None,Jukka Matilainen,FIN,FIN,
M,400 metres,Amsterdam,1928,None,Erkka Wilén,FIN,FIN,
M,400 metres,Amsterdam,1928,None,Georges Dupont,FRA,FRA,
M,400 metres,Amsterdam,1928,None,René Féger,FRA,FRA,
M,400 metres,Amsterdam,1928,None,Joseph Jackson,FRA,FRA,
M,400 metres,Amsterdam,1928,None,Georges Krotoff,FRA,FRA,
M,400 metres,Amsterdam,1928,None,Billy Green,GBR,GBR,
M,400 metres,Amsterdam,1928,None,John Hanlon,GBR,GBR,
M,400 metres,Amsterdam,1928,None,Roger Leigh-Wood,GBR,GBR,
M,400 metres,Amsterdam,1928,None,John Rinkel,GBR,GBR,
M,400 metres,Amsterdam,1928,None,Otto Neumann,GER,GER,
M,400 metres,Amsterdam,1928,None,Reinhold Schmidt,GER,GER,
M,400 metres,Amsterdam,1928,None,Harry Storz,GER,GER,
M,400 metres,Amsterdam,1928,None,Antonios Mangos,GRE,GRE,
M,400 metres,Amsterdam,1928,None,Vangelis Moiropoulos,GRE,GRE,
M,400 metres,Amsterdam,1928,None,Nikolaos Papanikolaou,GRE,GRE,
M,400 metres,Amsterdam,1928,None,Vasilios Stavrinos,GRE,GRE,
M,400 metres,Amsterdam,1928,None,László Barsi,HUN,HUN,
M,400 metres,Amsterdam,1928,None,Mór Gerő,HUN,HUN,
M,400 metres,Amsterdam,1928,None,László Magdics,HUN,HUN,
M,400 metres,Amsterdam,1928,None,Jenő Szalay,HUN,HUN,
M,400 metres,Amsterdam,1928,None,James Hall,IND,IND,
M,400 metres,Amsterdam,1928,None,S. Abdul Hamid,IND,IND,
M,400 metres,Amsterdam,1928,None,Sean Lavan,IRL,IRL,
M,400 metres,Amsterdam,1928,None,Giacomo Carlini,ITA,ITA,
M,400 metres,Amsterdam,1928,None,Guido Cominotto,ITA,ITA,
M,400 metres,Amsterdam,1928,None,Iwao Aizawa,JPN,JPN,
M,400 metres,Amsterdam,1928,None,Fritz Eyschen,LUX,LUX,
M,400 metres,Amsterdam,1928,None,José Lucílo Iturbe,MEX,MEX,
M,400 metres,Amsterdam,1928,None,Jesús Moraila,MEX,MEX,
M,400 metres,Amsterdam,1928,None,Víctor Villaseñor,MEX,MEX,
M,400 metres,Amsterdam,1928,None,Harry Broos,NED,NED,
M,400 metres,Amsterdam,1928,None,Andries Hoogerwerf,NED,NED,
M,400 metres,Amsterdam,1928,None,Adje Paulen,NED,NED,
M,400 metres,Amsterdam,1928,None,Rinus van den Berge,NED,NED,
M,400 metres,Amsterdam,1928,None,Hjalle Johannesen,NOR,NOR,
M,400 metres,Amsterdam,1928,None,Klemens Biniakowski,POL,POL,
M,400 metres,Amsterdam,1928,None,Stefan Kostrzewski,POL,POL,
M,400 metres,Amsterdam,1928,None,Zygmunt Weiss,POL,POL,
M,400 metres,Amsterdam,1928,None,Feliks Żuber,POL,POL,
M,400 metres,Amsterdam,1928,None,Aubrey Burton-Durham,RSA,RSA,
M,400 metres,Amsterdam,1928,None,Howard Kinsman,RSA,RSA,
M,400 metres,Amsterdam,1928,None,Billie Legg,RSA,RSA,
M,400 metres,Amsterdam,1928,None,Paul Martin,SUI,SUI,
M,400 metres,Amsterdam,1928,None,Björn Kugelberg,SWE,SWE,
M,400 metres,Amsterdam,1928,None,Bertil von Wachenfeldt,SWE,SWE,
M,400 metres,Amsterdam,1928,None,Johann Bartl,TCH,TCH,
M,400 metres,Amsterdam,1928,None,Jaroslav Vykoupil,TCH,TCH,
M,400 metres,Amsterdam,1928,None,Ömer Besim Koşalay,TUR,TUR,
M,400 metres,Amsterdam,1928,None,Hermon Phillips,USA,USA,
M,400 metres,Amsterdam,1928,None,Euil Snider,USA,USA,
M,400 metres,Amsterdam,1928,None,Joe Tierney,USA,USA,
M,400 metres,Amsterdam,1928,None,Alfonso García,MEX,MEX,
M,400 metres Hurdles,Amsterdam,1928,G,David George BURGHLEY,GBR,GBR,53.4
M,400 metres Hurdles,Amsterdam,1928,S,Frank CUHEL,USA,USA,53.6
M,400 metres Hurdles,Amsterdam,1928,B,Morgan TAYLOR,USA,USA,53.6
M,400 metres Hurdles,Amsterdam,1928,None,Alf Watson,AUS,AUS,
M,400 metres Hurdles,Amsterdam,1928,None,Émile Binet,BEL,BEL,
M,400 metres Hurdles,Amsterdam,1928,None,Marcel Swinnen,BEL,BEL,
M,400 metres Hurdles,Amsterdam,1928,None,Warren Montabone,CAN,CAN,
M,400 metres Hurdles,Amsterdam,1928,None,Herman Larsen,DEN,DEN,
M,400 metres Hurdles,Amsterdam,1928,None,Louis Lundgren,DEN,DEN,
M,400 metres Hurdles,Amsterdam,1928,None,Jukka Matilainen,FIN,FIN,
M,400 metres Hurdles,Amsterdam,1928,None,Erkka Wilén,FIN,FIN,
M,400 metres Hurdles,Amsterdam,1928,None,André Adelheim,FRA,FRA,
M,400 metres Hurdles,Amsterdam,1928,None,Pierre Arnaudin,FRA,FRA,
M,400 metres Hurdles,Amsterdam,1928,None,Édouard Max-Robert,FRA,FRA,
M,400 metres Hurdles,Amsterdam,1928,None,Roger Viel,FRA,FRA,
M,400 metres Hurdles,Amsterdam,1928,None,Frederick Chauncy,GBR,GBR,
M,400 metres Hurdles,Amsterdam,1928,None,Thomas Livingston-Learmonth,GBR,GBR,
M,400 metres Hurdles,Amsterdam,1928,None,Lance Percival,GBR,GBR,
M,400 metres Hurdles,Amsterdam,1928,None,Vangelis Moiropoulos,GRE,GRE,
M,400 metres Hurdles,Amsterdam,1928,None,S. Abdul Hamid,IND,IND,
M,400 metres Hurdles,Amsterdam,1928,None,Luigi Facelli,ITA,ITA,
M,400 metres Hurdles,Amsterdam,1928,None,Yoshio Miki,JPN,JPN,
M,400 metres Hurdles,Amsterdam,1928,None,Stefan Kostrzewski,POL,POL,
M,400 metres Hurdles,Amsterdam,1928,None,Virgil Ioan,ROU,ROU,
M,400 metres Hurdles,Amsterdam,1928,None,Aubrey Burton-Durham,RSA,RSA,
M,400 metres Hurdles,Amsterdam,1928,None,Erik Kjellström,SWE,SWE,
M,400 metres Hurdles,Amsterdam,1928,None,Sten Pettersson,SWE,SWE,
M,400 metres Hurdles,Amsterdam,1928,None,Johnny Gibson,USA,USA,
M,400 metres Hurdles,Amsterdam,1928,None,Robert Maxwell,USA,USA,
M,4X100 metres Relay,Amsterdam,1928,G,,USA,USA,41.0
W,4X100 metres Relay,Amsterdam,1928,G,,CAN,CAN,48.4
M,4X100 metres Relay,Amsterdam,1928,S,,GER,GER,
W,4X100 metres Relay,Amsterdam,1928,S,,USA,USA,
M,4X100 metres Relay,Amsterdam,1928,B,,GBR,GBR,
W,4X100 metres Relay,Amsterdam,1928,B,,GER,GER,
M,4X400 metres Relay,Amsterdam,1928,G,,USA,USA,3:14.2
M,4X400 metres Relay,Amsterdam,1928,S,,GER,GER,
M,4X400 metres Relay,Amsterdam,1928,B,,CAN,CAN,
M,5000 metres,Amsterdam,1928,G,Ville RITOLA,FIN,FIN,14:38.0
M,5000 metres,Amsterdam,1928,S,Paavo NURMI,FIN,FIN,14:40.0
M,5000 metres,Amsterdam,1928,B,Edvin WIDE,SWE,SWE,14:41.2
M,5000 metres,Amsterdam,1928,None,José Ribas,ARG,ARG,
M,5000 metres,Amsterdam,1928,None,George Hyde,AUS,AUS,
M,5000 metres,Amsterdam,1928,None,Julien Serwy,BEL,BEL,
M,5000 metres,Amsterdam,1928,None,Vincent Callard,CAN,CAN,
M,5000 metres,Amsterdam,1928,None,David Griffin,CAN,CAN,
M,5000 metres,Amsterdam,1928,None,Art Keay,CAN,CAN,
M,5000 metres,Amsterdam,1928,None,Billy Kibblewhite,CAN,CAN,
M,5000 metres,Amsterdam,1928,None,Carl Axel Holger Petersen,DEN,DEN,
M,5000 metres,Amsterdam,1928,None,Jesús Oyarbide,ESP,ESP,
M,5000 metres,Amsterdam,1928,None,Arturo Peña,ESP,ESP,
M,5000 metres,Amsterdam,1928,None,Armas Kinnunen,FIN,FIN,
M,5000 metres,Amsterdam,1928,None,Eino Purje,FIN,FIN,
M,5000 metres,Amsterdam,1928,None,Seghir Beddari,FRA,FRA,
M,5000 metres,Amsterdam,1928,None,Lucien Duquesne,FRA,FRA,
M,5000 metres,Amsterdam,1928,None,Jules Ladoumègue,FRA,FRA,
M,5000 metres,Amsterdam,1928,None,Roger Pelé,FRA,FRA,
M,5000 metres,Amsterdam,1928,None,Wally Beavers,GBR,GBR,
M,5000 metres,Amsterdam,1928,None,Bert Johnston,GBR,GBR,
M,5000 metres,Amsterdam,1928,None,Fred Light,GBR,GBR,
M,5000 metres,Amsterdam,1928,None,Brian Oddie,GBR,GBR,
M,5000 metres,Amsterdam,1928,None,Willi Boltze,GER,GER,
M,5000 metres,Amsterdam,1928,None,Otto Kohn,GER,GER,
M,5000 metres,Amsterdam,1928,None,Andreas Paouris,GRE,GRE,
M,5000 metres,Amsterdam,1928,None,D. B. Chavan,IND,IND,
M,5000 metres,Amsterdam,1928,None,Gurbachan Singh,IND,IND,
M,5000 metres,Amsterdam,1928,None,Juichi Nagatani,JPN,JPN,
M,5000 metres,Amsterdam,1928,None,Seiichiro Tsuda,JPN,JPN,
M,5000 metres,Amsterdam,1928,None,Staņislavs Petkevičs,LAT,LAT,
M,5000 metres,Amsterdam,1928,None,Julius Petraitis,LTU,LTU,
M,5000 metres,Amsterdam,1928,None,Ciro Chapa,MEX,MEX,
M,5000 metres,Amsterdam,1928,None,Frédéric du Hen,NED,NED,
M,5000 metres,Amsterdam,1928,None,Pieter Gerbrands,NED,NED,
M,5000 metres,Amsterdam,1928,None,Arie Klaase,NED,NED,
M,5000 metres,Amsterdam,1928,None,Nol Wolf,NED,NED,
M,5000 metres,Amsterdam,1928,None,Hans Gundhus,NOR,NOR,
M,5000 metres,Amsterdam,1928,None,Danie Jacobs,RSA,RSA,
