Gender,Event,Location,Year,Medal,Name,Nationality,NOC,Result
W,Pentathlon,Munich,1972,None,Lucía Vaamonde,VEN,VEN,
W,Pentathlon,Munich,1972,None,Đurđa Fočić,YUG,YUG,
W,Pentathlon,Munich,1972,None,Lin Chun-Yu,TPE,TPE,
M,Pole Vault,Munich,1972,None,Ray Boyd,AUS,AUS,
M,Pole Vault,Munich,1972,None,Kirk Bryde,CAN,CAN,
M,Pole Vault,Munich,1972,None,Bruce Simpson,CAN,CAN,
M,Pole Vault,Munich,1972,None,Antti Kalliomäki,FIN,FIN,
M,Pole Vault,Munich,1972,None,Hervé d'Encausse,FRA,FRA,
M,Pole Vault,Munich,1972,None,François Tracanelli,FRA,FRA,
M,Pole Vault,Munich,1972,None,Mike Bull,GBR,GBR,
M,Pole Vault,Munich,1972,None,Reinhard Kuretzky,FRG,FRG,
M,Pole Vault,Munich,1972,None,Volker Ohl,FRG,FRG,
M,Pole Vault,Munich,1972,None,Christos Papanikolaou,GRE,GRE,
M,Pole Vault,Munich,1972,None,Renato Dionisi,ITA,ITA,
M,Pole Vault,Munich,1972,None,Silvio Fraquelli,ITA,ITA,
M,Pole Vault,Munich,1972,None,Wojciech Buciarski,POL,POL,
M,Pole Vault,Munich,1972,None,Tadeusz Ślusarski,POL,POL,
M,Pole Vault,Munich,1972,None,Kjell Isaksson,SWE,SWE,
M,Pole Vault,Munich,1972,None,Ingemar Jernberg,SWE,SWE,
M,Pole Vault,Munich,1972,None,Hans Lagerqvist,SWE,SWE,
M,Pole Vault,Munich,1972,None,Steve Smith,USA,USA,
W,Shot Put,Munich,1972,G,Nadezhda CHIZHOVA,URS,URS,21.03
W,Shot Put,Munich,1972,S,Margitta HELMBOLD-GUMMEL,GDR,GDR,20.22
W,Shot Put,Munich,1972,B,Ivanka KHRISTOVA,BUL,BUL,19.35
W,Shot Put,Munich,1972,None,Elena Stoyanova,BUL,BUL,
W,Shot Put,Munich,1972,None,Radostina Vasekova,BUL,BUL,
M,Shot Put,Munich,1972,None,Bruce Pirnie,CAN,CAN,
W,Shot Put,Munich,1972,None,Rosa Molina,CHI,CHI,
M,Shot Put,Munich,1972,None,Bo Grahn,FIN,FIN,
M,Shot Put,Munich,1972,None,Seppo Simola,FIN,FIN,
M,Shot Put,Munich,1972,None,Arnjolt Beer,FRA,FRA,
M,Shot Put,Munich,1972,None,Yves Brouzet,FRA,FRA,
M,Shot Put,Munich,1972,None,Geoff Capes,GBR,GBR,
M,Shot Put,Munich,1972,None,Bill Tancred,GBR,GBR,
W,Shot Put,Munich,1972,None,Marianne Adam,GDR,GDR,
W,Shot Put,Munich,1972,None,Marita Lange,GDR,GDR,
M,Shot Put,Munich,1972,None,Hans-Peter Gies,GDR,GDR,
M,Shot Put,Munich,1972,None,Heinz-Joachim Rothenburg,GDR,GDR,
M,Shot Put,Munich,1972,None,Heinfried Birlenbach,FRG,FRG,
M,Shot Put,Munich,1972,None,Traugott Glöckler,FRG,FRG,
M,Shot Put,Munich,1972,None,Ralf Reichenbach,FRG,FRG,
M,Shot Put,Munich,1972,None,Loukas Louka,GRE,GRE,
W,Shot Put,Munich,1972,None,Judit Bognár,HUN,HUN,
M,Shot Put,Munich,1972,None,Vilmos Varjú,HUN,HUN,
M,Shot Put,Munich,1972,None,Jugraj Singh,IND,IND,
M,Shot Put,Munich,1972,None,Phil Conway,IRL,IRL,
M,Shot Put,Munich,1972,None,Salvatore Morale,ITA,ITA,
W,Shot Put,Munich,1972,None,Baek Ok-Ja,KOR,KOR,
M,Shot Put,Munich,1972,None,Hussein Al-Taib Maki,KSA,KSA,
M,Shot Put,Munich,1972,None,Lahcen Samsam,MAR,MAR,
W,Shot Put,Munich,1972,None,Nnenna Njoku,NGR,NGR,
M,Shot Put,Munich,1972,None,Christopher Okonkwo,NGR,NGR,
M,Shot Put,Munich,1972,None,Les Mills,NZL,NZL,
W,Shot Put,Munich,1972,None,Ludwika Chewińska,POL,POL,
W,Shot Put,Munich,1972,None,Valentina Cioltan,ROU,ROU,
W,Shot Put,Munich,1972,None,Helena Fibingerová,TCH,TCH,
M,Shot Put,Munich,1972,None,Jaroslav Brabec,TCH,TCH,
M,Shot Put,Munich,1972,None,Jaromír Vlk,TCH,TCH,
W,Shot Put,Munich,1972,None,Esfir Dolzhenko,URS,URS,
W,Shot Put,Munich,1972,None,Antonina Ivanova,URS,URS,
M,Shot Put,Munich,1972,None,Aleksandr Baryshnikov,URS,URS,
M,Shot Put,Munich,1972,None,Rimantas Plungė,URS,URS,
W,Shot Put,Munich,1972,None,Maren Seidler,USA,USA,
W,Shot Put,Munich,1972,None,Jan Svendsen,USA,USA,
M,Shot Put,Munich,1972,None,Al Feuerbach,USA,USA,
M,Shot Put,Munich,1972,None,Brian Oldfield,USA,USA,
M,Shot Put,Munich,1972,None,Ivan Ivančić,YUG,YUG,
M,Triple Jump,Munich,1972,None,Mick McGrath,AUS,AUS,
M,Triple Jump,Munich,1972,None,Tim Barrett,BAH,BAH,
M,Triple Jump,Munich,1972,None,Pedro Pérez,CUB,CUB,
M,Triple Jump,Munich,1972,None,Esa Rinne,FIN,FIN,
M,Triple Jump,Munich,1972,None,Bernard Lamitié,FRA,FRA,
M,Triple Jump,Munich,1972,None,Heinz-Günter Schenk,GDR,GDR,
M,Triple Jump,Munich,1972,None,Johnson Amoah,GHA,GHA,
M,Triple Jump,Munich,1972,None,Moise Pomaney,GHA,GHA,
M,Triple Jump,Munich,1972,None,Gábor Katona,HUN,HUN,
M,Triple Jump,Munich,1972,None,Mohinder Singh Gill,IND,IND,
M,Triple Jump,Munich,1972,None,Giuseppe Gentile,ITA,ITA,
M,Triple Jump,Munich,1972,None,Henry Jackson,JAM,JAM,
M,Triple Jump,Munich,1972,None,Kosei Gushiken,JPN,JPN,
M,Triple Jump,Munich,1972,None,Toshiaki Inoue,JPN,JPN,
M,Triple Jump,Munich,1972,None,Yukito Muraki,JPN,JPN,
M,Triple Jump,Munich,1972,None,Patrick Onyango,KEN,KEN,
M,Triple Jump,Munich,1972,None,Ghazi Saleh Marzouk,KSA,KSA,
M,Triple Jump,Munich,1972,None,Martin Matupi,MAW,MAW,
M,Triple Jump,Munich,1972,None,Samuel Igun,NGR,NGR,
M,Triple Jump,Munich,1972,None,Kristen Fløgstad,NOR,NOR,
M,Triple Jump,Munich,1972,None,Michał Joachimowski,POL,POL,
M,Triple Jump,Munich,1972,None,Wilfredo Maisonave,PUR,PUR,
M,Triple Jump,Munich,1972,None,Carol Corbu,ROU,ROU,
M,Triple Jump,Munich,1972,None,Mansour Dia,SEN,SEN,
M,Triple Jump,Munich,1972,None,Václav Fišer,TCH,TCH,
M,Triple Jump,Munich,1972,None,Martin Adouna,TOG,TOG,
M,Triple Jump,Munich,1972,None,Chen Ming-Chi,TPE,TPE,
M,Triple Jump,Munich,1972,None,Abraham Munabi,UGA,UGA,
M,Triple Jump,Munich,1972,None,Mikhail Bariban,URS,URS,
M,Triple Jump,Munich,1972,None,Gennady Bessonov,URS,URS,
M,Triple Jump,Munich,1972,None,John Craft,USA,USA,
M,Triple Jump,Munich,1972,None,Dave Smith,USA,USA,
M,Triple Jump,Munich,1972,None,Art Walker,USA,USA,
M,Triple Jump,Munich,1972,None,Milan Spasojević,YUG,YUG,
M,100 metres,Montreal,1976,G,Hasely CRAWFORD,TTO,TTO,10.06
W,100 metres,Montreal,1976,G,Annegret RICHTER-IRRGANG,FRG,FRG,11.08
M,100 metres,Montreal,1976,S,Donald QUARRIE,JAM,JAM,10.08
W,100 metres,Montreal,1976,S,Renate STECHER,GDR,GDR,11.13
M,100 metres,Montreal,1976,B,Valery BORZOV,URS,URS,10.14
W,100 metres,Montreal,1976,B,Inge HELTEN,FRG,FRG,11.17
M,100 metres,Montreal,1976,None,Siegfried Regales,AHO,AHO,
W,100 metres,Montreal,1976,None,Raelene Boyle,AUS,AUS,
W,100 metres,Montreal,1976,None,Denise Robertson,AUS,AUS,
W,100 metres,Montreal,1976,None,Debbie Wells,AUS,AUS,
M,100 metres,Montreal,1976,None,Peter Fitzgerald,AUS,AUS,
W,100 metres,Montreal,1976,None,Shonel Ferguson,BAH,BAH,
M,100 metres,Montreal,1976,None,Leonard Jervis,BAH,BAH,
M,100 metres,Montreal,1976,None,Clive Sands,BAH,BAH,
M,100 metres,Montreal,1976,None,Mike Sands,BAH,BAH,
W,100 metres,Montreal,1976,None,Lorna Forde,BAR,BAR,
M,100 metres,Montreal,1976,None,Pearson Jordan,BAR,BAR,
W,100 metres,Montreal,1976,None,Lea Alaerts,BEL,BEL,
M,100 metres,Montreal,1976,None,Lambert Micha,BEL,BEL,
W,100 metres,Montreal,1976,None,Debbie Jones,BER,BER,
M,100 metres,Montreal,1976,None,Mike Sharpe,BER,BER,
M,100 metres,Montreal,1976,None,Gregory Simons,BER,BER,
M,100 metres,Montreal,1976,None,Dennis Trott,BER,BER,
W,100 metres,Montreal,1976,None,Esmeralda Garcia,BRA,BRA,
M,100 metres,Montreal,1976,None,Rui da Silva,BRA,BRA,
M,100 metres,Montreal,1976,None,Colin Thurton,BIZ,BIZ,
M,100 metres,Montreal,1976,None,Petar Petrov,BUL,BUL,
W,100 metres,Montreal,1976,None,Marjorie Bailey,CAN,CAN,
W,100 metres,Montreal,1976,None,Margaret Howe,CAN,CAN,
W,100 metres,Montreal,1976,None,Patty Loverock,CAN,CAN,
M,100 metres,Montreal,1976,None,Marvin Nash,CAN,CAN,
M,100 metres,Montreal,1976,None,Amadou Méité,CIV,CIV,
W,100 metres,Montreal,1976,None,Silvia Chivás,CUB,CUB,
W,100 metres,Montreal,1976,None,Isabel Taylor,CUB,CUB,
W,100 metres,Montreal,1976,None,Carmen Valdés,CUB,CUB,
M,100 metres,Montreal,1976,None,Francisco Gómez,CUB,CUB,
M,100 metres,Montreal,1976,None,Silvio Leonard,CUB,CUB,
M,100 metres,Montreal,1976,None,Hermes Ramírez,CUB,CUB,
W,100 metres,Montreal,1976,None,Divina Estrella,DOM,DOM,
M,100 metres,Montreal,1976,None,Tony Moore,FIJ,FIJ,
W,100 metres,Montreal,1976,None,Mona-Lisa Pursiainen,FIN,FIN,
W,100 metres,Montreal,1976,None,Sylviane Telliez,FRA,FRA,
M,100 metres,Montreal,1976,None,Jean-Claude Amoureux,FRA,FRA,
M,100 metres,Montreal,1976,None,Dominique Chauvelot,FRA,FRA,
M,100 metres,Montreal,1976,None,Gilles Échevin,FRA,FRA,
W,100 metres,Montreal,1976,None,Sharon Colyear,GBR,GBR,
W,100 metres,Montreal,1976,None,Sonia Lannaman,GBR,GBR,
W,100 metres,Montreal,1976,None,Andrea Lynch,GBR,GBR,
W,100 metres,Montreal,1976,None,Martina Blos,GDR,GDR,
W,100 metres,Montreal,1976,None,Marlies Oelsner,GDR,GDR,
M,100 metres,Montreal,1976,None,Klaus-Dieter Kurrat,GDR,GDR,
M,100 metres,Montreal,1976,None,Alexander Thieme,GDR,GDR,
W,100 metres,Montreal,1976,None,Elvira Poßekel,FRG,FRG,
M,100 metres,Montreal,1976,None,Werner Bastians,FRG,FRG,
M,100 metres,Montreal,1976,None,Klaus Bieler,FRG,FRG,
M,100 metres,Montreal,1976,None,Dieter Steinmann,FRG,FRG,
M,100 metres,Montreal,1976,None,Vasilios Papageorgopoulos,GRE,GRE,
W,100 metres,Montreal,1976,None,Antoinette Gauthier,HAI,HAI,
M,100 metres,Montreal,1976,None,Philippe Étienne,HAI,HAI,
M,100 metres,Montreal,1976,None,Endre Lépold,HUN,HUN,
W,100 metres,Montreal,1976,None,Carolina Rieuwpassa,INA,INA,
M,100 metres,Montreal,1976,None,Ayoub Bodaghi,IRI,IRI,
M,100 metres,Montreal,1976,None,Bjarni Stefánsson,ISL,ISL,
W,100 metres,Montreal,1976,None,Rita Hendricks,ISV,ISV,
M,100 metres,Montreal,1976,None,Ronald Russell,ISV,ISV,
M,100 metres,Montreal,1976,None,Luciano Caravani,ITA,ITA,
W,100 metres,Montreal,1976,None,Rosie Allwood,JAM,JAM,
W,100 metres,Montreal,1976,None,Carol Cummings,JAM,JAM,
W,100 metres,Montreal,1976,None,Lelieth Hodges,JAM,JAM,
M,100 metres,Montreal,1976,None,Colin Bradford,JAM,JAM,
M,100 metres,Montreal,1976,None,Masahide Jinno,JPN,JPN,
M,100 metres,Montreal,1976,None,Mohamed Al-Sehly,KSA,KSA,
M,100 metres,Montreal,1976,None,Abdul Kareem Al-Awad,KUW,KUW,
M,100 metres,Montreal,1976,None,Roland Bombardella,LUX,LUX,
M,100 metres,Montreal,1976,None,Ramli Ahmad,MAS,MAS,
M,100 metres,Montreal,1976,None,Armando Padilla,NCA,NCA,
W,100 metres,Montreal,1976,None,Sue Jowett,NZL,NZL,
M,100 metres,Montreal,1976,None,Guy Abrahams,PAN,PAN,
M,100 metres,Montreal,1976,None,Wavala Kali,PNG,PNG,
M,100 metres,Montreal,1976,None,Zenon Licznerski,POL,POL,
M,100 metres,Montreal,1976,None,Andrzej Świerczyński,POL,POL,
M,100 metres,Montreal,1976,None,Marian Woronin,POL,POL,
M,100 metres,Montreal,1976,None,Pedro Ferrer,PUR,PUR,
M,100 metres,Montreal,1976,None,Adama Fall,SEN,SEN,
M,100 metres,Montreal,1976,None,Momar N'Dao,SEN,SEN,
M,100 metres,Montreal,1976,None,Barka Sy,SEN,SEN,
M,100 metres,Montreal,1976,None,Sammy Monsels,SUR,SUR,
W,100 metres,Montreal,1976,None,Linda Haglund,SWE,SWE,
M,100 metres,Montreal,1976,None,Christer Garpenborg,SWE,SWE,
M,100 metres,Montreal,1976,None,Suchart Chairsuvaparb,THA,THA,
M,100 metres,Montreal,1976,None,Anat Ratanapol,THA,THA,
M,100 metres,Montreal,1976,None,Ainsley Armstrong,TTO,TTO,
M,100 metres,Montreal,1976,None,Chris Brathwaite,TTO,TTO,
W,100 metres,Montreal,1976,None,Vera Anisimova,URS,URS,
W,100 metres,Montreal,1976,None,Nadezhda Besfamilnaya,URS,URS,
W,100 metres,Montreal,1976,None,Lyudmila Maslakova,URS,URS,
M,100 metres,Montreal,1976,None,Aleksandr Aksinin,URS,URS,
M,100 metres,Montreal,1976,None,Juris Silovs,URS,URS,
W,100 metres,Montreal,1976,None,Evelyn Ashford,USA,USA,
W,100 metres,Montreal,1976,None,Chandra Cheeseborough,USA,USA,
W,100 metres,Montreal,1976,None,Brenda Morehead,USA,USA,
M,100 metres,Montreal,1976,None,Harvey Glance,USA,USA,
M,100 metres,Montreal,1976,None,Johnny Jones,USA,USA,
M,100 metres,Montreal,1976,None,Steve Riddick,USA,USA,
W,100 metres Hurdles,Montreal,1976,G,Johanna SCHALLER-KLIER,GDR,GDR,12.77
W,100 metres Hurdles,Montreal,1976,S,Tatiana ANISIMOVA,URS,URS,12.78
W,100 metres Hurdles,Montreal,1976,B,Natalya LEBEDEVA,URS,URS,12.8
W,100 metres Hurdles,Montreal,1976,None,Gaye Dell,AUS,AUS,
W,100 metres Hurdles,Montreal,1976,None,Anne-Marie Pira,BEL,BEL,
W,100 metres Hurdles,Montreal,1976,None,Penka Sokolova,BUL,BUL,
W,100 metres Hurdles,Montreal,1976,None,Sue Bradley,CAN,CAN,
W,100 metres Hurdles,Montreal,1976,None,Miriama Tuisorisori-Chambault,FIJ,FIJ,
W,100 metres Hurdles,Montreal,1976,None,Nadine Prévost,FRA,FRA,
W,100 metres Hurdles,Montreal,1976,None,Lorna Boothe,GBR,GBR,
W,100 metres Hurdles,Montreal,1976,None,Sharon Colyear,GBR,GBR,
W,100 metres Hurdles,Montreal,1976,None,Gudrun Berend,GDR,GDR,
W,100 metres Hurdles,Montreal,1976,None,Annelie Ehrhardt,GDR,GDR,
W,100 metres Hurdles,Montreal,1976,None,Esther Roth,ISR,ISR,
W,100 metres Hurdles,Montreal,1976,None,Ileana Ongar,ITA,ITA,
W,100 metres Hurdles,Montreal,1976,None,Edith Noeding,PER,PER,
W,100 metres Hurdles,Montreal,1976,None,Bożena Nowakowska,POL,POL,
W,100 metres Hurdles,Montreal,1976,None,Grażyna Rabsztyn,POL,POL,
W,100 metres Hurdles,Montreal,1976,None,Valeria Ştefănescu,ROU,ROU,
W,100 metres Hurdles,Montreal,1976,None,Julie Gomis,SEN,SEN,
W,100 metres Hurdles,Montreal,1976,None,Lyubov Kononova,URS,URS,
W,100 metres Hurdles,Montreal,1976,None,Rhonda Brady,USA,USA,
W,100 metres Hurdles,Montreal,1976,None,Pat Donnelly,USA,USA,
W,100 metres Hurdles,Montreal,1976,None,Deby LaPlante,USA,USA,
W,100 metres Hurdles,Montreal,1976,None,Lucía Vaamonde,VEN,VEN,
M,10000 metres,Montreal,1976,G,Lasse VIREN,FIN,FIN,27:40.38
M,10000 metres,Montreal,1976,S,Carlos LOPES,POR,POR,27:45.17
M,10000 metres,Montreal,1976,B,Brendan FOSTER,GBR,GBR,27:54.92
M,10000 metres,Montreal,1976,None,Dave Fitzsimons,AUS,AUS,
M,10000 metres,Montreal,1976,None,Chris Wardlaw,AUS,AUS,
M,10000 metres,Montreal,1976,None,Karel Lismont,BEL,BEL,
M,10000 metres,Montreal,1976,None,Miel Puttemans,BEL,BEL,
M,10000 metres,Montreal,1976,None,Marc Smet,BEL,BEL,
M,10000 metres,Montreal,1976,None,Chris McCubbins,CAN,CAN,
M,10000 metres,Montreal,1976,None,Dan Shaughnessy,CAN,CAN,
M,10000 metres,Montreal,1976,None,Edmundo Warnke,CHI,CHI,
M,10000 metres,Montreal,1976,None,Víctor Mora,COL,COL,
M,10000 metres,Montreal,1976,None,Domingo Tibaduiza,COL,COL,
M,10000 metres,Montreal,1976,None,Mariano Haro,ESP,ESP,
M,10000 metres,Montreal,1976,None,José Luis Ruiz,ESP,ESP,
M,10000 metres,Montreal,1976,None,Pekka Päivärinta,FIN,FIN,
M,10000 metres,Montreal,1976,None,Martti Vainio,FIN,FIN,
M,10000 metres,Montreal,1976,None,Jean-Paul Gomez,FRA,FRA,
M,10000 metres,Montreal,1976,None,Pierre Lévisse,FRA,FRA,
M,10000 metres,Montreal,1976,None,Lucien Rault,FRA,FRA,
M,10000 metres,Montreal,1976,None,Bernie Ford,GBR,GBR,
M,10000 metres,Montreal,1976,None,Tony Simmons,GBR,GBR,
M,10000 metres,Montreal,1976,None,Detlef Uhlemann,FRG,FRG,
M,10000 metres,Montreal,1976,None,Michail Koussis,GRE,GRE,
M,10000 metres,Montreal,1976,None,Olmeus Charles,HAI,HAI,
M,10000 metres,Montreal,1976,None,Hari Chand,IND,IND,
M,10000 metres,Montreal,1976,None,Hossein Rabbi,IRI,IRI,
M,10000 metres,Montreal,1976,None,Eddie Leddy,IRL,IRL,
M,10000 metres,Montreal,1976,None,Franco Fava,ITA,ITA,
M,10000 metres,Montreal,1976,None,Toshiaki Kamata,JPN,JPN,
M,10000 metres,Montreal,1976,None,Raja Faradj Al-Shalawi,KSA,KSA,
M,10000 metres,Montreal,1976,None,Rodolfo Gómez,MEX,MEX,
M,10000 metres,Montreal,1976,None,Luis Hernández,MEX,MEX,
M,10000 metres,Montreal,1976,None,Jos Hermens,NED,NED,
M,10000 metres,Montreal,1976,None,Knut Børø,NOR,NOR,
M,10000 metres,Montreal,1976,None,Dick Quax,NZL,NZL,
M,10000 metres,Montreal,1976,None,Tau John Tokwepota,PNG,PNG,
M,10000 metres,Montreal,1976,None,Ilie Floroiu,ROU,ROU,
M,10000 metres,Montreal,1976,None,Mohamad Gammoudi,TUN,TUN,
M,10000 metres,Montreal,1976,None,Abdel Kader Zaddem,TUN,TUN,
M,10000 metres,Montreal,1976,None,Garry Bjorklund,USA,USA,
M,10000 metres,Montreal,1976,None,Ed Mendoza,USA,USA,
M,10000 metres,Montreal,1976,None,Craig Virgin,USA,USA,
M,10000 metres,Montreal,1976,None,Dušan Janićijević,YUG,YUG,
M,110 metres Hurdles,Montreal,1976,G,Guy DRUT,FRA,FRA,13.3
M,110 metres Hurdles,Montreal,1976,S,Alejandro CASAÃAS,CUB,CUB,13.33
M,110 metres Hurdles,Montreal,1976,B,Willie DAVENPORT,USA,USA,13.38
M,110 metres Hurdles,Montreal,1976,None,Conrad Mainwaring,ANT,ANT,
M,110 metres Hurdles,Montreal,1976,None,Max Binnington,AUS,AUS,
M,110 metres Hurdles,Montreal,1976,None,Warren Parr,AUS,AUS,
M,110 metres Hurdles,Montreal,1976,None,Danny Smith,BAH,BAH,
M,110 metres Hurdles,Montreal,1976,None,Daniel Taillon,CAN,CAN,
M,110 metres Hurdles,Montreal,1976,None,Jean-Pierre Corval,FRA,FRA,
M,110 metres Hurdles,Montreal,1976,None,Berwyn Price,GBR,GBR,
M,110 metres Hurdles,Montreal,1976,None,Thomas Munkelt,GDR,GDR,
M,110 metres Hurdles,Montreal,1976,None,Frank Siebeck,GDR,GDR,
M,110 metres Hurdles,Montreal,1976,None,Stratos Vasileiou,GRE,GRE,
M,110 metres Hurdles,Montreal,1976,None,Giuseppe Buttari,ITA,ITA,
M,110 metres Hurdles,Montreal,1976,None,Gianni Ronconi,ITA,ITA,
M,110 metres Hurdles,Montreal,1976,None,Saleh Faraj,KUW,KUW,
M,110 metres Hurdles,Montreal,1976,None,Ishtiaq Mubarak,MAS,MAS,
M,110 metres Hurdles,Montreal,1976,None,José Cartas,MEX,MEX,
M,110 metres Hurdles,Montreal,1976,None,Arnaldo Bristol,PUR,PUR,
M,110 metres Hurdles,Montreal,1976,None,Abdoulaye Sarr,SEN,SEN,
M,110 metres Hurdles,Montreal,1976,None,Vyacheslav Kulebyakin,URS,URS,
M,110 metres Hurdles,Montreal,1976,None,Viktor Myasnikov,URS,URS,
M,110 metres Hurdles,Montreal,1976,None,Charles W. Foster,USA,USA,
M,110 metres Hurdles,Montreal,1976,None,James Owens,USA,USA,
M,1500 metres,Montreal,1976,G,John George WALKER,NZL,NZL,3:39.17
W,1500 metres,Montreal,1976,G,Tatiana KAZANKINA,URS,URS,4:05.48
M,1500 metres,Montreal,1976,S,Ivo VAN DAMME,BEL,BEL,3:39.27
W,1500 metres,Montreal,1976,S,Gunhild HOFFMEISTER,GDR,GDR,4:06.02
M,1500 metres,Montreal,1976,B,Paul-Heinz WELLMANN,FRG,FRG,3:39.33
W,1500 metres,Montreal,1976,B,Ulrike KLAPEZYNSKI-BRUNS,GDR,GDR,4:06.09
W,1500 metres,Montreal,1976,None,Judy Pollock,AUS,AUS,
M,1500 metres,Montreal,1976,None,Graham Crouch,AUS,AUS,
W,1500 metres,Montreal,1976,None,Sonia Castelein,BEL,BEL,
W,1500 metres,Montreal,1976,None,Bernadette Van Roy,BEL,BEL,
M,1500 metres,Montreal,1976,None,Herman Mignon,BEL,BEL,
M,1500 metres,Montreal,1976,None,Marc Nevens,BEL,BEL,
W,1500 metres,Montreal,1976,None,Vesela Yatsinska,BUL,BUL,
W,1500 metres,Montreal,1976,None,Rositsa Pehlivanova,BUL,BUL,
W,1500 metres,Montreal,1976,None,Nikolina Shtereva,BUL,BUL,
W,1500 metres,Montreal,1976,None,Penny Werthner,CAN,CAN,
W,1500 metres,Montreal,1976,None,Thelma Wright,CAN,CAN,
M,1500 metres,Montreal,1976,None,Paul Craig,CAN,CAN,
M,1500 metres,Montreal,1976,None,Dave Hill,CAN,CAN,
M,1500 metres,Montreal,1976,None,Peter Spir,CAN,CAN,
M,1500 metres,Montreal,1976,None,Luis Medina,CUB,CUB,
M,1500 metres,Montreal,1976,None,Ruben Sørensen,DEN,DEN,
W,1500 metres,Montreal,1976,None,María Carmen Valero,ESP,ESP,
W,1500 metres,Montreal,1976,None,Nina Holmén,FIN,FIN,
M,1500 metres,Montreal,1976,None,Markku Laine,FIN,FIN,
M,1500 metres,Montreal,1976,None,Antti Loikkanen,FIN,FIN,
M,1500 metres,Montreal,1976,None,Francis Gonzalez,FRA,FRA,
W,1500 metres,Montreal,1976,None,Mary Stewart,GBR,GBR,
W,1500 metres,Montreal,1976,None,Penny Yule,GBR,GBR,
M,1500 metres,Montreal,1976,None,Frank Clement,GBR,GBR,
M,1500 metres,Montreal,1976,None,Dave Moorcroft,GBR,GBR,
M,1500 metres,Montreal,1976,None,Steve Ovett,GBR,GBR,
W,1500 metres,Montreal,1976,None,Christiane Stoll,GDR,GDR,
W,1500 metres,Montreal,1976,None,Brigitte Kraus,FRG,FRG,
W,1500 metres,Montreal,1976,None,Ellen Wellmann,FRG,FRG,
M,1500 metres,Montreal,1976,None,Karl Fleschen,FRG,FRG,
M,1500 metres,Montreal,1976,None,Thomas Wessinghage,FRG,FRG,
M,1500 metres,Montreal,1976,None,Spilios Zacharopoulos,GRE,GRE,
M,1500 metres,Montreal,1976,None,Emmanuel Saint-Hilaire,HAI,HAI,
W,1500 metres,Montreal,1976,None,Magdolna Lázár,HUN,HUN,
M,1500 metres,Montreal,1976,None,János Zemen,HUN,HUN,
W,1500 metres,Montreal,1976,None,Mary Purcell,IRL,IRL,
M,1500 metres,Montreal,1976,None,Eamonn Coghlan,IRL,IRL,
M,1500 metres,Montreal,1976,None,Niall O'Shaughnessy,IRL,IRL,
W,1500 metres,Montreal,1976,None,Lilja Guðmundsdóttir,ISL,ISL,
M,1500 metres,Montreal,1976,None,Ágúst Ásgeirsson,ISL,ISL,
W,1500 metres,Montreal,1976,None,Silvana Cruciata,ITA,ITA,
W,1500 metres,Montreal,1976,None,Gabriella Dorio,ITA,ITA,
W,1500 metres,Montreal,1976,None,Margherita Gargano,ITA,ITA,
M,1500 metres,Montreal,1976,None,Carlo Grippo,ITA,ITA,
M,1500 metres,Montreal,1976,None,Sheikr Al-Shabani,KSA,KSA,
W,1500 metres,Montreal,1976,None,Maria Ritter,LIE,LIE,
M,1500 metres,Montreal,1976,None,Günther Hasler,LIE,LIE,
M,1500 metres,Montreal,1976,None,Mohamed Makdouf,MAR,MAR,
M,1500 metres,Montreal,1976,None,Francisco Menocal,NCA,NCA,
M,1500 metres,Montreal,1976,None,Evert Hoving,NED,NED,
W,1500 metres,Montreal,1976,None,Grete Waitz,NOR,NOR,
M,1500 metres,Montreal,1976,None,Lars Martin Kaupang,NOR,NOR,
W,1500 metres,Montreal,1976,None,Anne Garrett,NZL,NZL,
W,1500 metres,Montreal,1976,None,Dianne Zorn,NZL,NZL,
M,1500 metres,Montreal,1976,None,Muhammad Siddique,PAK,PAK,
M,1500 metres,Montreal,1976,None,Bronisław Malinowski,POL,POL,
M,1500 metres,Montreal,1976,None,Hélder de Jesus,POR,POR,
M,1500 metres,Montreal,1976,None,Fernando Mamede,POR,POR,
M,1500 metres,Montreal,1976,None,Tony Colón,PUR,PUR,
W,1500 metres,Montreal,1976,None,Natalia Mărășescu,ROU,ROU,
W,1500 metres,Montreal,1976,None,Maricica Puică,ROU,ROU,
W,1500 metres,Montreal,1976,None,Ileana Silai,ROU,ROU,
M,1500 metres,Montreal,1976,None,Gheorghe Ghipu,ROU,ROU,
W,1500 metres,Montreal,1976,None,Ndew Niang,SEN,SEN,
M,1500 metres,Montreal,1976,None,Rolf Gysin,SUI,SUI,
M,1500 metres,Montreal,1976,None,Anders Gärderud,SWE,SWE,
M,1500 metres,Montreal,1976,None,Ulf Högberg,SWE,SWE,
M,1500 metres,Montreal,1976,None,Åke Svenson,SWE,SWE,
W,1500 metres,Montreal,1976,None,Lyudmila Bragina,URS,URS,
W,1500 metres,Montreal,1976,None,Raisa Katyukova,URS,URS,
W,1500 metres,Montreal,1976,None,Francie Larrieu,USA,USA,
W,1500 metres,Montreal,1976,None,Jan Merrill,USA,USA,
W,1500 metres,Montreal,1976,None,Cyndy Poor,USA,USA,
M,1500 metres,Montreal,1976,None,Matt Centrowitz,USA,USA,
M,1500 metres,Montreal,1976,None,Mike Durkin,USA,USA,
M,1500 metres,Montreal,1976,None,Rick Wohlhuter,USA,USA,
